"Rep_char" "well_ID" "sampleID" "Plate" "OD" "Timepoint" "HoursElapsed" "Rep" "Bd" "CFS_type" "conOD_ave" "conOD_sd" "OD_adj"
"183" "C7_5" "C7" "54D_JlivBTP_Bd" 5 0.149 "T0" 0 "5" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.0199
"184" "C8_5" "C8" "54D_JlivBTP_Bd" 5 0.142 "T0" 0 "6" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.0129
"185" "C11_5" "C11" "Jliv10_Bd" 5 0.168 "T0" 0 "5" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0257
"186" "C12_5" "C12" "Jliv10_Bd" 5 0.174 "T0" 0 "6" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0317
"187" "D3_5" "D3" "54D_Jliv10_Bd" 5 0.141 "T0" 0 "7" "Bd" "54D_Jliv10" 0.1139 0.00338132124077753 0.0271
"188" "D4_5" "D4" "54D_Jliv10_Bd" 5 0.141 "T0" 0 "8" "Bd" "54D_Jliv10" 0.1139 0.00338132124077753 0.0271
"189" "D7_5" "D7" "54D_JlivBTP_Bd" 5 0.143 "T0" 0 "7" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.0139
"190" "D8_5" "D8" "54D_JlivBTP_Bd" 5 0.134 "T0" 0 "8" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.00490000000000002
"191" "D11_5" "D11" "Jliv10_Bd" 5 0.165 "T0" 0 "7" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0227
"192" "D12_5" "D12" "Jliv10_Bd" 5 0.173 "T0" 0 "8" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0307
"193" "E3_5" "E3" "54D_Jliv10_Bd" 5 0.139 "T0" 0 "9" "Bd" "54D_Jliv10" 0.1139 0.00338132124077753 0.0251
"194" "E4_5" "E4" "54D_Jliv10_Bd" 5 0.144 "T0" 0 "10" "Bd" "54D_Jliv10" 0.1139 0.00338132124077753 0.0301
"195" "E7_5" "E7" "54D_JlivBTP_Bd" 5 0.138 "T0" 0 "9" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.00890000000000002
"196" "E8_5" "E8" "54D_JlivBTP_Bd" 5 0.136 "T0" 0 "10" "Bd" "54D_JlivBTP" 0.1291 0.00334829973435939 0.00690000000000002
"197" "E11_5" "E11" "Jliv10_Bd" 5 0.159 "T0" 0 "9" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0167
"198" "E12_5" "E12" "Jliv10_Bd" 5 0.172 "T0" 0 "10" "Bd" "Jliv10" 0.1423 0.010392839415247 0.0297
"199" "G1_5" "G1" "Jliv10_JlivBTP_Bd" 5 0.143 "T0" 0 "1" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0268
"200" "G2_5" "G2" "Jliv10_JlivBTP_Bd" 5 0.141 "T0" 0 "3" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0248
"201" "G3_5" "G3" "Jliv10_JlivBTP_Bd" 5 0.147 "T0" 0 "4" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0308
"202" "G4_5" "G4" "Jliv10_JlivBTP_Bd" 5 0.15 "T0" 0 "5" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0338
"203" "G5_5" "G5" "Jliv10_JlivBTP_Bd" 5 0.148 "T0" 0 "6" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0318
"204" "G6_5" "G6" "Jliv10_JlivBTP_Bd" 5 0.148 "T0" 0 "7" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0318
"205" "G7_5" "G7" "Jliv10_JlivBTP_Bd" 5 0.149 "T0" 0 "8" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0328
"206" "G8_5" "G8" "Jliv10_JlivBTP_Bd" 5 0.152 "T0" 0 "9" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0358
"207" "G9_5" "G9" "Jliv10_JlivBTP_Bd" 5 0.153 "T0" 0 "10" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0368
"208" "G10_5" "G10" "Jliv10_JlivBTP_Bd" 5 0.158 "T0" 0 "2" "Bd" "Jliv10_JlivBTP" 0.1162 0.00565292451352002 0.0418
"209" "G11_5" "G11" "Live_Bd" 5 0.183 "T0" 0 "4" "Bd" "Control" 0.1598 0.0147105404387466 0.0232
"210" "G12_5" "G12" "Live_Bd" 5 0.172 "T0" 0 "6" "Bd" "Control" 0.1598 0.0147105404387466 0.0122
"211" "H1_5" "H1" "JlivBTP_Bd" 5 0.079 "T0" 0 "1" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"212" "H2_5" "H2" "JlivBTP_Bd" 5 0.079 "T0" 0 "3" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"213" "H3_5" "H3" "JlivBTP_Bd" 5 0.079 "T0" 0 "4" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"214" "H4_5" "H4" "JlivBTP_Bd" 5 0.079 "T0" 0 "5" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"215" "H5_5" "H5" "JlivBTP_Bd" 5 0.079 "T0" 0 "6" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"216" "H6_5" "H6" "JlivBTP_Bd" 5 0.079 "T0" 0 "7" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"217" "H7_5" "H7" "JlivBTP_Bd" 5 0.079 "T0" 0 "8" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.000700000000000006
"218" "H8_5" "H8" "JlivBTP_Bd" 5 0.08 "T0" 0 "9" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.00170000000000001
"219" "H9_5" "H9" "JlivBTP_Bd" 5 0.08 "T0" 0 "10" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.00170000000000001
"220" "H10_5" "H10" "JlivBTP_Bd" 5 0.082 "T0" 0 "2" "Bd" "JlivBTP" 0.0783 0.000674948557710553 0.00370000000000001
"221" "A3_1" "A3" "20D_Bd" 1 0.187 "T1" 23 "1" "Bd" "20D" 0.128 0.00808290376865476 0.059
"222" "A4_1" "A4" "20D_Bd" 1 0.184 "T1" 23 "2" "Bd" "20D" 0.128 0.00808290376865476 0.056
"223" "A7_1" "A7" "20D_2F_Bd" 1 0.149 "T1" 23 "1" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.0167
"224" "A8_1" "A8" "20D_2F_Bd" 1 0.152 "T1" 23 "2" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.0197
"225" "A11_1" "A11" "20D_Jliv10_Bd" 1 0.187 "T1" 23 "1" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0429
"226" "A12_1" "A12" "20D_Jliv10_Bd" 1 0.192 "T1" 23 "2" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0479
"227" "B3_1" "B3" "20D_Bd" 1 0.174 "T1" 23 "3" "Bd" "20D" 0.128 0.00808290376865476 0.046
"228" "B4_1" "B4" "20D_Bd" 1 0.17 "T1" 23 "4" "Bd" "20D" 0.128 0.00808290376865476 0.042
"229" "B7_1" "B7" "20D_2F_Bd" 1 0.14 "T1" 23 "3" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.00770000000000001
"230" "B8_1" "B8" "20D_2F_Bd" 1 0.147 "T1" 23 "4" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.0147
"231" "B11_1" "B11" "20D_Jliv10_Bd" 1 0.185 "T1" 23 "3" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0409
"232" "B12_1" "B12" "20D_Jliv10_Bd" 1 0.196 "T1" 23 "4" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0519
"233" "C3_1" "C3" "20D_Bd" 1 0.169 "T1" 23 "5" "Bd" "20D" 0.128 0.00808290376865476 0.041
"234" "C4_1" "C4" "20D_Bd" 1 0.169 "T1" 23 "6" "Bd" "20D" 0.128 0.00808290376865476 0.041
"235" "C7_1" "C7" "20D_2F_Bd" 1 0.148 "T1" 23 "5" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.0157
"236" "C8_1" "C8" "20D_2F_Bd" 1 0.137 "T1" 23 "6" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.00470000000000001
"237" "C11_1" "C11" "20D_Jliv10_Bd" 1 0.175 "T1" 23 "5" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0309
"238" "C12_1" "C12" "20D_Jliv10_Bd" 1 0.199 "T1" 23 "6" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0549
"239" "D3_1" "D3" "20D_Bd" 1 0.17 "T1" 23 "7" "Bd" "20D" 0.128 0.00808290376865476 0.042
"240" "D4_1" "D4" "20D_Bd" 1 0.165 "T1" 23 "8" "Bd" "20D" 0.128 0.00808290376865476 0.037
"241" "D7_1" "D7" "20D_2F_Bd" 1 0.136 "T1" 23 "7" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.00370000000000001
"242" "D8_1" "D8" "20D_2F_Bd" 1 0.141 "T1" 23 "8" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.00869999999999999
"243" "D11_1" "D11" "20D_Jliv10_Bd" 1 0.181 "T1" 23 "7" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0369
"244" "D12_1" "D12" "20D_Jliv10_Bd" 1 0.194 "T1" 23 "8" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0499
"245" "E3_1" "E3" "20D_Bd" 1 0.169 "T1" 23 "9" "Bd" "20D" 0.128 0.00808290376865476 0.041
"246" "E4_1" "E4" "20D_Bd" 1 0.168 "T1" 23 "10" "Bd" "20D" 0.128 0.00808290376865476 0.04
"247" "E7_1" "E7" "20D_2F_Bd" 1 0.133 "T1" 23 "9" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.000700000000000006
"248" "E8_1" "E8" "20D_2F_Bd" 1 0.139 "T1" 23 "10" "Bd" "20D_2F" 0.1323 0.00760190034720851 0.00670000000000001
"249" "E11_1" "E11" "20D_Jliv10_Bd" 1 0.178 "T1" 23 "9" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0339
"250" "E12_1" "E12" "20D_Jliv10_Bd" 1 0.215 "T1" 23 "10" "Bd" "20D_Jliv10" 0.1441 0.00891253798495879 0.0709
"251" "G1_1" "G1" "20D_JlivBTP_Bd" 1 0.174 "T1" 23 "1" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0499
"252" "G2_1" "G2" "20D_JlivBTP_Bd" 1 0.162 "T1" 23 "3" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0379
"253" "G3_1" "G3" "20D_JlivBTP_Bd" 1 0.169 "T1" 23 "4" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0449
"254" "G4_1" "G4" "20D_JlivBTP_Bd" 1 0.171 "T1" 23 "5" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0469
"255" "G5_1" "G5" "20D_JlivBTP_Bd" 1 0.168 "T1" 23 "6" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0439
"256" "G6_1" "G6" "20D_JlivBTP_Bd" 1 0.167 "T1" 23 "7" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0429
"257" "G7_1" "G7" "20D_JlivBTP_Bd" 1 0.162 "T1" 23 "8" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0379
"258" "G8_1" "G8" "20D_JlivBTP_Bd" 1 0.171 "T1" 23 "9" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0469
"259" "G9_1" "G9" "20D_JlivBTP_Bd" 1 0.17 "T1" 23 "10" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0459
"260" "G10_1" "G10" "20D_JlivBTP_Bd" 1 0.176 "T1" 23 "2" "Bd" "20D_JlivBTP" 0.1241 0.00347850542618522 0.0519
"261" "H11_1" "H11" "Live_Bd" 1 0.25 "T1" 23 "7" "Bd" "Control" 0.1339 0.00499888876540465 0.1161
"262" "H12_1" "H12" "Live_Bd" 1 0.276 "T1" 23 "9" "Bd" "Control" 0.1339 0.00499888876540465 0.1421
"263" "A3_2" "A3" "2F_Bd" 2 0.136 "T1" 23 "1" "Bd" "2F" 0.1265 0.00716860438920219 0.00950000000000001
"264" "A4_2" "A4" "2F_Bd" 2 0.137 "T1" 23 "2" "Bd" "2F" 0.1265 0.00716860438920219 0.0105
"265" "A7_2" "A7" "2F_Jliv10_Bd" 2 0.145 "T1" 23 "1" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00929999999999997
"266" "A8_2" "A8" "2F_Jliv10_Bd" 2 0.146 "T1" 23 "2" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.0103
"267" "A11_2" "A11" "2f_JlivBTP_Bd" 2 0.151 "T1" 23 "1" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0103
"268" "A12_2" "A12" "2f_JlivBTP_Bd" 2 0.151 "T1" 23 "2" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0103
"269" "B3_2" "B3" "2F_Bd" 2 0.132 "T1" 23 "3" "Bd" "2F" 0.1265 0.00716860438920219 0.0055
"270" "B4_2" "B4" "2F_Bd" 2 0.137 "T1" 23 "4" "Bd" "2F" 0.1265 0.00716860438920219 0.0105
"271" "B7_2" "B7" "2F_Jliv10_Bd" 2 0.148 "T1" 23 "3" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.0123
"272" "B8_2" "B8" "2F_Jliv10_Bd" 2 0.145 "T1" 23 "4" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00929999999999997
"273" "B11_2" "B11" "2f_JlivBTP_Bd" 2 0.151 "T1" 23 "3" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0103
"274" "B12_2" "B12" "2f_JlivBTP_Bd" 2 0.15 "T1" 23 "4" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0093
"275" "C3_2" "C3" "2F_Bd" 2 0.133 "T1" 23 "5" "Bd" "2F" 0.1265 0.00716860438920219 0.00650000000000001
"276" "C4_2" "C4" "2F_Bd" 2 0.133 "T1" 23 "6" "Bd" "2F" 0.1265 0.00716860438920219 0.00650000000000001
"277" "C7_2" "C7" "2F_Jliv10_Bd" 2 0.145 "T1" 23 "5" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00929999999999997
"278" "C8_2" "C8" "2F_Jliv10_Bd" 2 0.144 "T1" 23 "6" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00829999999999997
"279" "C11_2" "C11" "2f_JlivBTP_Bd" 2 0.143 "T1" 23 "5" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0023
"280" "C12_2" "C12" "2f_JlivBTP_Bd" 2 0.146 "T1" 23 "6" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0053
"281" "D3_2" "D3" "2F_Bd" 2 0.129 "T1" 23 "7" "Bd" "2F" 0.1265 0.00716860438920219 0.0025
"282" "D4_2" "D4" "2F_Bd" 2 0.132 "T1" 23 "8" "Bd" "2F" 0.1265 0.00716860438920219 0.0055
"283" "D7_2" "D7" "2F_Jliv10_Bd" 2 0.142 "T1" 23 "7" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00629999999999997
"284" "D8_2" "D8" "2F_Jliv10_Bd" 2 0.142 "T1" 23 "8" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00629999999999997
"285" "D11_2" "D11" "2f_JlivBTP_Bd" 2 0.147 "T1" 23 "7" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0063
"286" "D12_2" "D12" "2f_JlivBTP_Bd" 2 0.147 "T1" 23 "8" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0063
"287" "E3_2" "E3" "2F_Bd" 2 0.128 "T1" 23 "9" "Bd" "2F" 0.1265 0.00716860438920219 0.0015
"288" "E4_2" "E4" "2F_Bd" 2 0.131 "T1" 23 "10" "Bd" "2F" 0.1265 0.00716860438920219 0.0045
"289" "E7_2" "E7" "2F_Jliv10_Bd" 2 0.141 "T1" 23 "9" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.00529999999999997
"290" "E8_2" "E8" "2F_Jliv10_Bd" 2 0.14 "T1" 23 "10" "Bd" "2F_Jliv10" 0.1357 0.00386005181312376 0.0043
"291" "E11_2" "E11" "2f_JlivBTP_Bd" 2 0.143 "T1" 23 "9" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0023
"292" "E12_2" "E12" "2f_JlivBTP_Bd" 2 0.142 "T1" 23 "10" "Bd" "2f_JlivBTP" 0.1407 0.00333499958354153 0.0013
"293" "G1_2" "G1" "37E_Bd" 2 0.159 "T1" 23 "1" "Bd" "37E" 0.131 0.00294392028877595 0.028
"294" "G2_2" "G2" "37E_Bd" 2 0.152 "T1" 23 "3" "Bd" "37E" 0.131 0.00294392028877595 0.021
"295" "G3_2" "G3" "37E_Bd" 2 0.153 "T1" 23 "4" "Bd" "37E" 0.131 0.00294392028877595 0.022
"296" "G4_2" "G4" "37E_Bd" 2 0.147 "T1" 23 "5" "Bd" "37E" 0.131 0.00294392028877595 0.016
"297" "G5_2" "G5" "37E_Bd" 2 0.154 "T1" 23 "6" "Bd" "37E" 0.131 0.00294392028877595 0.023
"298" "G6_2" "G6" "37E_Bd" 2 0.152 "T1" 23 "7" "Bd" "37E" 0.131 0.00294392028877595 0.021
"299" "G7_2" "G7" "37E_Bd" 2 0.153 "T1" 23 "8" "Bd" "37E" 0.131 0.00294392028877595 0.022
"300" "G8_2" "G8" "37E_Bd" 2 0.163 "T1" 23 "9" "Bd" "37E" 0.131 0.00294392028877595 0.032
"301" "G9_2" "G9" "37E_Bd" 2 0.159 "T1" 23 "10" "Bd" "37E" 0.131 0.00294392028877595 0.028
"302" "G10_2" "G10" "37E_Bd" 2 0.167 "T1" 23 "2" "Bd" "37E" 0.131 0.00294392028877595 0.036
"303" "G11_2" "G11" "Live_Bd" 2 0.243 "T1" 23 "3" "Bd" "Control" 0.1339 0.00499888876540465 0.1091
"304" "G12_2" "G12" "Live_Bd" 2 0.262 "T1" 23 "5" "Bd" "Control" 0.1339 0.00499888876540465 0.1281
"305" "A3_3" "A3" "37E_20D_Bd" 3 0.132 "T1" 23 "1" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00490000000000002
"306" "A4_3" "A4" "37E_20D_Bd" 3 0.132 "T1" 23 "2" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00490000000000002
"307" "A7_3" "A7" "37E_2F_Bd" 3 0.123 "T1" 23 "1" "Bd" "37E_2F" 0.123 0.00105409255338946 0
"308" "A8_3" "A8" "37E_2F_Bd" 3 0.126 "T1" 23 "2" "Bd" "37E_2F" 0.123 0.00105409255338946 0.003
"309" "A11_3" "A11" "37E_54D_Bd" 3 0.158 "T1" 23 "1" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0319
"310" "A12_3" "A12" "37E_54D_Bd" 3 0.164 "T1" 23 "2" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0379
"311" "B3_3" "B3" "37E_20D_Bd" 3 0.134 "T1" 23 "3" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00690000000000002
"312" "B4_3" "B4" "37E_20D_Bd" 3 0.135 "T1" 23 "4" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00790000000000002
"313" "B7_3" "B7" "37E_2F_Bd" 3 0.127 "T1" 23 "3" "Bd" "37E_2F" 0.123 0.00105409255338946 0.004
"314" "B8_3" "B8" "37E_2F_Bd" 3 0.126 "T1" 23 "4" "Bd" "37E_2F" 0.123 0.00105409255338946 0.003
"315" "B11_3" "B11" "37E_54D_Bd" 3 0.16 "T1" 23 "3" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0339
"316" "B12_3" "B12" "37E_54D_Bd" 3 0.175 "T1" 23 "4" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0489
"317" "C3_3" "C3" "37E_20D_Bd" 3 0.139 "T1" 23 "5" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.0119
"318" "C4_3" "C4" "37E_20D_Bd" 3 0.134 "T1" 23 "6" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00690000000000002
"319" "C7_3" "C7" "37E_2F_Bd" 3 0.127 "T1" 23 "5" "Bd" "37E_2F" 0.123 0.00105409255338946 0.004
"320" "C8_3" "C8" "37E_2F_Bd" 3 0.128 "T1" 23 "6" "Bd" "37E_2F" 0.123 0.00105409255338946 0.005
"321" "C11_3" "C11" "37E_54D_Bd" 3 0.152 "T1" 23 "5" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0259
"322" "C12_3" "C12" "37E_54D_Bd" 3 0.177 "T1" 23 "6" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0509
"323" "D3_3" "D3" "37E_20D_Bd" 3 0.139 "T1" 23 "7" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.0119
"324" "D4_3" "D4" "37E_20D_Bd" 3 0.135 "T1" 23 "8" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.00790000000000002
"325" "D7_3" "D7" "37E_2F_Bd" 3 0.128 "T1" 23 "7" "Bd" "37E_2F" 0.123 0.00105409255338946 0.005
"326" "D8_3" "D8" "37E_2F_Bd" 3 0.124 "T1" 23 "8" "Bd" "37E_2F" 0.123 0.00105409255338946 0.001
"327" "D11_3" "D11" "37E_54D_Bd" 3 0.169 "T1" 23 "7" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0429
"328" "D12_3" "D12" "37E_54D_Bd" 3 0.177 "T1" 23 "8" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0509
"329" "E3_3" "E3" "37E_20D_Bd" 3 0.138 "T1" 23 "9" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.0109
"330" "E4_3" "E4" "37E_20D_Bd" 3 0.138 "T1" 23 "10" "Bd" "37E_20D" 0.1271 0.00166332999331662 0.0109
"331" "E7_3" "E7" "37E_2F_Bd" 3 0.128 "T1" 23 "9" "Bd" "37E_2F" 0.123 0.00105409255338946 0.005
"332" "E8_3" "E8" "37E_2F_Bd" 3 0.129 "T1" 23 "10" "Bd" "37E_2F" 0.123 0.00105409255338946 0.00600000000000001
"333" "E11_3" "E11" "37E_54D_Bd" 3 0.174 "T1" 23 "9" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0479
"334" "E12_3" "E12" "37E_54D_Bd" 3 0.178 "T1" 23 "10" "Bd" "37E_54D" 0.1261 0.00110050493461461 0.0519
"335" "F11_3" "F11" "Live_Bd" 3 0.273 "T1" 23 "1" "Bd" "Control" 0.1339 0.00499888876540465 0.1391
"336" "F12_3" "F12" "Live_Bd" 3 0.257 "T1" 23 "2" "Bd" "Control" 0.1339 0.00499888876540465 0.1231
"337" "G1_3" "G1" "37E_Jliv10_Bd" 3 0.162 "T1" 23 "1" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0324
"338" "G2_3" "G2" "37E_Jliv10_Bd" 3 0.14 "T1" 23 "3" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0104
"339" "G3_3" "G3" "37E_Jliv10_Bd" 3 0.141 "T1" 23 "4" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0114
"340" "G4_3" "G4" "37E_Jliv10_Bd" 3 0.141 "T1" 23 "5" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0114
"341" "G5_3" "G5" "37E_Jliv10_Bd" 3 0.149 "T1" 23 "6" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0194
"342" "G6_3" "G6" "37E_Jliv10_Bd" 3 0.151 "T1" 23 "7" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0214
"343" "G7_3" "G7" "37E_Jliv10_Bd" 3 0.138 "T1" 23 "8" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.00840000000000002
"344" "G8_3" "G8" "37E_Jliv10_Bd" 3 0.141 "T1" 23 "9" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0114
"345" "G9_3" "G9" "37E_Jliv10_Bd" 3 0.146 "T1" 23 "10" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0164
"346" "G10_3" "G10" "37E_Jliv10_Bd" 3 0.179 "T1" 23 "2" "Bd" "37E_Jliv10" 0.1296 0.00400555170287995 0.0494
"347" "A3_4" "A3" "37E_JlivBTP_Bd" 4 0.152 "T1" 23 "1" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0229
"348" "A4_4" "A4" "37E_JlivBTP_Bd" 4 0.162 "T1" 23 "2" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0329
"349" "A7_4" "A7" "54D_Bd" 4 0.166 "T1" 23 "1" "Bd" "54D" 0.124 0.00397212509593766 0.042
"350" "A8_4" "A8" "54D_Bd" 4 0.177 "T1" 23 "2" "Bd" "54D" 0.124 0.00397212509593766 0.053
"351" "A11_4" "A11" "54D_20D_Bd" 4 0.163 "T1" 23 "1" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0376
"352" "A12_4" "A12" "54D_20D_Bd" 4 0.186 "T1" 23 "2" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0606
"353" "B3_4" "B3" "37E_JlivBTP_Bd" 4 0.151 "T1" 23 "3" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0219
"354" "B4_4" "B4" "37E_JlivBTP_Bd" 4 0.167 "T1" 23 "4" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0379
"355" "B7_4" "B7" "54D_Bd" 4 0.178 "T1" 23 "3" "Bd" "54D" 0.124 0.00397212509593766 0.054
"356" "B8_4" "B8" "54D_Bd" 4 0.179 "T1" 23 "4" "Bd" "54D" 0.124 0.00397212509593766 0.055
"357" "B11_4" "B11" "54D_20D_Bd" 4 0.176 "T1" 23 "3" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0506
"358" "B12_4" "B12" "54D_20D_Bd" 4 0.184 "T1" 23 "4" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0586
"359" "C3_4" "C3" "37E_JlivBTP_Bd" 4 0.156 "T1" 23 "5" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0269
"360" "C4_4" "C4" "37E_JlivBTP_Bd" 4 0.163 "T1" 23 "6" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0339
"361" "C7_4" "C7" "54D_Bd" 4 0.179 "T1" 23 "5" "Bd" "54D" 0.124 0.00397212509593766 0.055
"362" "C8_4" "C8" "54D_Bd" 4 0.176 "T1" 23 "6" "Bd" "54D" 0.124 0.00397212509593766 0.052
"363" "C11_4" "C11" "54D_20D_Bd" 4 0.187 "T1" 23 "5" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0616
"364" "C12_4" "C12" "54D_20D_Bd" 4 0.179 "T1" 23 "6" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0536
"365" "D3_4" "D3" "37E_JlivBTP_Bd" 4 0.16 "T1" 23 "7" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0309
"366" "D4_4" "D4" "37E_JlivBTP_Bd" 4 0.169 "T1" 23 "8" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0399
