"Rep_char" "well_ID" "sampleID" "Plate" "OD" "Timepoint" "HoursElapsed" "Rep" "Bd" "CFS_type" "conOD_ave" "conOD_sd" "OD_adj"
"176" "B4_5" "B4" "54D_Jliv10_Bd" 5 0.124 "T0" 0 "4" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0101
"177" "B7_5" "B7" "54D_JlivBTP_Bd" 5 0.129 "T0" 0 "3" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0092
"178" "B8_5" "B8" "54D_JlivBTP_Bd" 5 0.13 "T0" 0 "4" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0102
"179" "B11_5" "B11" "Jliv10_Bd" 5 0.145 "T0" 0 "3" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00439999999999999
"180" "B12_5" "B12" "Jliv10_Bd" 5 0.147 "T0" 0 "4" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00639999999999999
"181" "C3_5" "C3" "54D_Jliv10_Bd" 5 0.122 "T0" 0 "5" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0081
"182" "C4_5" "C4" "54D_Jliv10_Bd" 5 0.124 "T0" 0 "6" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0101
"183" "C7_5" "C7" "54D_JlivBTP_Bd" 5 0.137 "T0" 0 "5" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0172
"184" "C8_5" "C8" "54D_JlivBTP_Bd" 5 0.128 "T0" 0 "6" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0082
"185" "C11_5" "C11" "Jliv10_Bd" 5 0.142 "T0" 0 "5" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00139999999999998
"186" "C12_5" "C12" "Jliv10_Bd" 5 0.145 "T0" 0 "6" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00439999999999999
"187" "D3_5" "D3" "54D_Jliv10_Bd" 5 0.124 "T0" 0 "7" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0101
"188" "D4_5" "D4" "54D_Jliv10_Bd" 5 0.127 "T0" 0 "8" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0131
"189" "D7_5" "D7" "54D_JlivBTP_Bd" 5 0.128 "T0" 0 "7" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0082
"190" "D8_5" "D8" "54D_JlivBTP_Bd" 5 0.128 "T0" 0 "8" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0082
"191" "D11_5" "D11" "Jliv10_Bd" 5 0.143 "T0" 0 "7" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00239999999999999
"192" "D12_5" "D12" "Jliv10_Bd" 5 0.147 "T0" 0 "8" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00639999999999999
"193" "E3_5" "E3" "54D_Jliv10_Bd" 5 0.126 "T0" 0 "9" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0121
"194" "E4_5" "E4" "54D_Jliv10_Bd" 5 0.123 "T0" 0 "10" "Bd" "54D_Jliv10" 0.1139 0.00677331364826536 0.0091
"195" "E7_5" "E7" "54D_JlivBTP_Bd" 5 0.127 "T0" 0 "9" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0072
"196" "E8_5" "E8" "54D_JlivBTP_Bd" 5 0.127 "T0" 0 "10" "Bd" "54D_JlivBTP" 0.1198 0.00269979423084221 0.0072
"197" "E11_5" "E11" "Jliv10_Bd" 5 0.142 "T0" 0 "9" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00139999999999998
"198" "E12_5" "E12" "Jliv10_Bd" 5 0.142 "T0" 0 "10" "Bd" "Jliv10" 0.1406 0.0050596442562694 0.00139999999999998
"199" "G1_5" "G1" "Jliv10_JlivBTP_Bd" 5 0.145 "T0" 0 "1" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 0.0109
"200" "G2_5" "G2" "Jliv10_JlivBTP_Bd" 5 0.13 "T0" 0 "3" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 -0.00409999999999999
"201" "G3_5" "G3" "Jliv10_JlivBTP_Bd" 5 0.135 "T0" 0 "4" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 0.000900000000000012
"202" "G4_5" "G4" "Jliv10_JlivBTP_Bd" 5 0.137 "T0" 0 "5" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 0.00290000000000001
"203" "G5_5" "G5" "Jliv10_JlivBTP_Bd" 5 0.132 "T0" 0 "6" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 -0.00209999999999999
"204" "G6_5" "G6" "Jliv10_JlivBTP_Bd" 5 0.129 "T0" 0 "7" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 -0.00509999999999999
"205" "G7_5" "G7" "Jliv10_JlivBTP_Bd" 5 0.132 "T0" 0 "8" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 -0.00209999999999999
"206" "G8_5" "G8" "Jliv10_JlivBTP_Bd" 5 0.138 "T0" 0 "9" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 0.00390000000000001
"207" "G9_5" "G9" "Jliv10_JlivBTP_Bd" 5 0.134 "T0" 0 "10" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 -9.9999999999989e-05
"208" "G10_5" "G10" "Jliv10_JlivBTP_Bd" 5 0.137 "T0" 0 "2" "Bd" "Jliv10_JlivBTP" 0.1341 0.00207899548393503 0.00290000000000001
"209" "G11_5" "G11" "Live_Bd" 5 0.145 "T0" 0 "4" "Bd" "Control" 0.1417 0.00988882646671933 0.0033
"210" "G12_5" "G12" "Live_Bd" 5 0.146 "T0" 0 "6" "Bd" "Control" 0.1417 0.00988882646671933 0.0043
"211" "H1_5" "H1" "JlivBTP_Bd" 5 0.079 "T0" 0 "1" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.00170000000000001
"212" "H2_5" "H2" "JlivBTP_Bd" 5 0.087 "T0" 0 "3" "Bd" "JlivBTP" 0.0807 0.00176698110409314 0.00629999999999999
"213" "H3_5" "H3" "JlivBTP_Bd" 5 0.079 "T0" 0 "4" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.00170000000000001
"214" "H4_5" "H4" "JlivBTP_Bd" 5 0.081 "T0" 0 "5" "Bd" "JlivBTP" 0.0807 0.00176698110409314 0.000299999999999995
"215" "H5_5" "H5" "JlivBTP_Bd" 5 0.081 "T0" 0 "6" "Bd" "JlivBTP" 0.0807 0.00176698110409314 0.000299999999999995
"216" "H6_5" "H6" "JlivBTP_Bd" 5 0.078 "T0" 0 "7" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.00270000000000001
"217" "H7_5" "H7" "JlivBTP_Bd" 5 0.08 "T0" 0 "8" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.000700000000000006
"218" "H8_5" "H8" "JlivBTP_Bd" 5 0.08 "T0" 0 "9" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.000700000000000006
"219" "H9_5" "H9" "JlivBTP_Bd" 5 0.079 "T0" 0 "10" "Bd" "JlivBTP" 0.0807 0.00176698110409314 -0.00170000000000001
"220" "H10_5" "H10" "JlivBTP_Bd" 5 0.081 "T0" 0 "2" "Bd" "JlivBTP" 0.0807 0.00176698110409314 0.000299999999999995
"221" "A3_1" "A3" "20D_Bd" 1 0.138 "T1" 26 "1" "Bd" "20D" 0.1232 0.00187379590967403 0.0148
"222" "A4_1" "A4" "20D_Bd" 1 0.144 "T1" 26 "2" "Bd" "20D" 0.1232 0.00187379590967403 0.0208
"223" "A7_1" "A7" "20D_2F_Bd" 1 0.132 "T1" 26 "1" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00470000000000001
"224" "A8_1" "A8" "20D_2F_Bd" 1 0.138 "T1" 26 "2" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.0107
"225" "A11_1" "A11" "20D_Jliv10_Bd" 1 0.159 "T1" 26 "1" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.014
"226" "A12_1" "A12" "20D_Jliv10_Bd" 1 0.164 "T1" 26 "2" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.019
"227" "B3_1" "B3" "20D_Bd" 1 0.136 "T1" 26 "3" "Bd" "20D" 0.1232 0.00187379590967403 0.0128
"228" "B4_1" "B4" "20D_Bd" 1 0.139 "T1" 26 "4" "Bd" "20D" 0.1232 0.00187379590967403 0.0158
"229" "B7_1" "B7" "20D_2F_Bd" 1 0.133 "T1" 26 "3" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00570000000000001
"230" "B8_1" "B8" "20D_2F_Bd" 1 0.135 "T1" 26 "4" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00770000000000001
"231" "B11_1" "B11" "20D_Jliv10_Bd" 1 0.155 "T1" 26 "3" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.01
"232" "B12_1" "B12" "20D_Jliv10_Bd" 1 0.166 "T1" 26 "4" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.021
"233" "C3_1" "C3" "20D_Bd" 1 0.134 "T1" 26 "5" "Bd" "20D" 0.1232 0.00187379590967403 0.0108
"234" "C4_1" "C4" "20D_Bd" 1 0.137 "T1" 26 "6" "Bd" "20D" 0.1232 0.00187379590967403 0.0138
"235" "C7_1" "C7" "20D_2F_Bd" 1 0.137 "T1" 26 "5" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00970000000000001
"236" "C8_1" "C8" "20D_2F_Bd" 1 0.131 "T1" 26 "6" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00370000000000001
"237" "C11_1" "C11" "20D_Jliv10_Bd" 1 0.152 "T1" 26 "5" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.00700000000000001
"238" "C12_1" "C12" "20D_Jliv10_Bd" 1 0.157 "T1" 26 "6" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.012
"239" "D3_1" "D3" "20D_Bd" 1 0.133 "T1" 26 "7" "Bd" "20D" 0.1232 0.00187379590967403 0.0098
"240" "D4_1" "D4" "20D_Bd" 1 0.133 "T1" 26 "8" "Bd" "20D" 0.1232 0.00187379590967403 0.0098
"241" "D7_1" "D7" "20D_2F_Bd" 1 0.131 "T1" 26 "7" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00370000000000001
"242" "D8_1" "D8" "20D_2F_Bd" 1 0.131 "T1" 26 "8" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00370000000000001
"243" "D11_1" "D11" "20D_Jliv10_Bd" 1 0.151 "T1" 26 "7" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.00600000000000001
"244" "D12_1" "D12" "20D_Jliv10_Bd" 1 0.158 "T1" 26 "8" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.013
"245" "E3_1" "E3" "20D_Bd" 1 0.134 "T1" 26 "9" "Bd" "20D" 0.1232 0.00187379590967403 0.0108
"246" "E4_1" "E4" "20D_Bd" 1 0.134 "T1" 26 "10" "Bd" "20D" 0.1232 0.00187379590967403 0.0108
"247" "E7_1" "E7" "20D_2F_Bd" 1 0.13 "T1" 26 "9" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00270000000000001
"248" "E8_1" "E8" "20D_2F_Bd" 1 0.131 "T1" 26 "10" "Bd" "20D_2F" 0.1273 0.00221359436211787 0.00370000000000001
"249" "E11_1" "E11" "20D_Jliv10_Bd" 1 0.147 "T1" 26 "9" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.002
"250" "E12_1" "E12" "20D_Jliv10_Bd" 1 0.151 "T1" 26 "10" "Bd" "20D_Jliv10" 0.145 0.00547722557505166 0.00600000000000001
"251" "G1_1" "G1" "20D_JlivBTP_Bd" 1 0.145 "T1" 26 "1" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00819999999999999
"252" "G2_1" "G2" "20D_JlivBTP_Bd" 1 0.141 "T1" 26 "3" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00419999999999998
"253" "G3_1" "G3" "20D_JlivBTP_Bd" 1 0.141 "T1" 26 "4" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00419999999999998
"254" "G4_1" "G4" "20D_JlivBTP_Bd" 1 0.143 "T1" 26 "5" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00619999999999998
"255" "G5_1" "G5" "20D_JlivBTP_Bd" 1 0.141 "T1" 26 "6" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00419999999999998
"256" "G6_1" "G6" "20D_JlivBTP_Bd" 1 0.131 "T1" 26 "7" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 -0.0058
"257" "G7_1" "G7" "20D_JlivBTP_Bd" 1 0.131 "T1" 26 "8" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 -0.0058
"258" "G8_1" "G8" "20D_JlivBTP_Bd" 1 0.138 "T1" 26 "9" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00120000000000001
"259" "G9_1" "G9" "20D_JlivBTP_Bd" 1 0.139 "T1" 26 "10" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00220000000000001
"260" "G10_1" "G10" "20D_JlivBTP_Bd" 1 0.14 "T1" 26 "2" "Bd" "20D_JlivBTP" 0.1368 0.00348966728754731 0.00320000000000001
"261" "H11_1" "H11" "Live_Bd" 1 0.149 "T1" 26 "7" "Bd" "Control" 0.1386 0.00514673575083167 0.0104
"262" "H12_1" "H12" "Live_Bd" 1 0.154 "T1" 26 "9" "Bd" "Control" 0.1386 0.00514673575083167 0.0154
"263" "A3_2" "A3" "2F_Bd" 2 0.126 "T1" 26 "1" "Bd" "2F" 0.1223 0.00427005074130664 0.00370000000000001
"264" "A4_2" "A4" "2F_Bd" 2 0.127 "T1" 26 "2" "Bd" "2F" 0.1223 0.00427005074130664 0.00470000000000001
"265" "A7_2" "A7" "2F_Jliv10_Bd" 2 0.132 "T1" 26 "1" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0028
"266" "A8_2" "A8" "2F_Jliv10_Bd" 2 0.136 "T1" 26 "2" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0068
"267" "A11_2" "A11" "2f_JlivBTP_Bd" 2 0.144 "T1" 26 "1" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0058
"268" "A12_2" "A12" "2f_JlivBTP_Bd" 2 0.149 "T1" 26 "2" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0108
"269" "B3_2" "B3" "2F_Bd" 2 0.127 "T1" 26 "3" "Bd" "2F" 0.1223 0.00427005074130664 0.00470000000000001
"270" "B4_2" "B4" "2F_Bd" 2 0.127 "T1" 26 "4" "Bd" "2F" 0.1223 0.00427005074130664 0.00470000000000001
"271" "B7_2" "B7" "2F_Jliv10_Bd" 2 0.135 "T1" 26 "3" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0058
"272" "B8_2" "B8" "2F_Jliv10_Bd" 2 0.137 "T1" 26 "4" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0078
"273" "B11_2" "B11" "2f_JlivBTP_Bd" 2 0.146 "T1" 26 "3" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0078
"274" "B12_2" "B12" "2f_JlivBTP_Bd" 2 0.152 "T1" 26 "4" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0138
"275" "C3_2" "C3" "2F_Bd" 2 0.124 "T1" 26 "5" "Bd" "2F" 0.1223 0.00427005074130664 0.00170000000000001
"276" "C4_2" "C4" "2F_Bd" 2 0.125 "T1" 26 "6" "Bd" "2F" 0.1223 0.00427005074130664 0.00270000000000001
"277" "C7_2" "C7" "2F_Jliv10_Bd" 2 0.14 "T1" 26 "5" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0108
"278" "C8_2" "C8" "2F_Jliv10_Bd" 2 0.135 "T1" 26 "6" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0058
"279" "C11_2" "C11" "2f_JlivBTP_Bd" 2 0.147 "T1" 26 "5" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0088
"280" "C12_2" "C12" "2f_JlivBTP_Bd" 2 0.155 "T1" 26 "6" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0168
"281" "D3_2" "D3" "2F_Bd" 2 0.122 "T1" 26 "7" "Bd" "2F" 0.1223 0.00427005074130664 -0.000299999999999995
"282" "D4_2" "D4" "2F_Bd" 2 0.123 "T1" 26 "8" "Bd" "2F" 0.1223 0.00427005074130664 0.000700000000000006
"283" "D7_2" "D7" "2F_Jliv10_Bd" 2 0.129 "T1" 26 "7" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 -0.000200000000000006
"284" "D8_2" "D8" "2F_Jliv10_Bd" 2 0.132 "T1" 26 "8" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0028
"285" "D11_2" "D11" "2f_JlivBTP_Bd" 2 0.142 "T1" 26 "7" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0038
"286" "D12_2" "D12" "2f_JlivBTP_Bd" 2 0.141 "T1" 26 "8" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 0.0028
"287" "E3_2" "E3" "2F_Bd" 2 0.124 "T1" 26 "9" "Bd" "2F" 0.1223 0.00427005074130664 0.00170000000000001
"288" "E4_2" "E4" "2F_Bd" 2 0.123 "T1" 26 "10" "Bd" "2F" 0.1223 0.00427005074130664 0.000700000000000006
"289" "E7_2" "E7" "2F_Jliv10_Bd" 2 0.128 "T1" 26 "9" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 -0.00120000000000001
"290" "E8_2" "E8" "2F_Jliv10_Bd" 2 0.133 "T1" 26 "10" "Bd" "2F_Jliv10" 0.1292 0.00361478445646026 0.0038
"291" "E11_2" "E11" "2f_JlivBTP_Bd" 2 0.137 "T1" 26 "9" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 -0.00119999999999998
"292" "E12_2" "E12" "2f_JlivBTP_Bd" 2 0.138 "T1" 26 "10" "Bd" "2f_JlivBTP" 0.1382 0.0038528488738133 -0.000199999999999978
"293" "G1_2" "G1" "37E_Bd" 2 0.14 "T1" 26 "1" "Bd" "37E" 0.136 0.00849836585598797 0.004
"294" "G2_2" "G2" "37E_Bd" 2 0.141 "T1" 26 "3" "Bd" "37E" 0.136 0.00849836585598797 0.00499999999999998
"295" "G3_2" "G3" "37E_Bd" 2 0.141 "T1" 26 "4" "Bd" "37E" 0.136 0.00849836585598797 0.00499999999999998
"296" "G4_2" "G4" "37E_Bd" 2 0.142 "T1" 26 "5" "Bd" "37E" 0.136 0.00849836585598797 0.00599999999999998
"297" "G5_2" "G5" "37E_Bd" 2 0.142 "T1" 26 "6" "Bd" "37E" 0.136 0.00849836585598797 0.00599999999999998
"298" "G6_2" "G6" "37E_Bd" 2 0.145 "T1" 26 "7" "Bd" "37E" 0.136 0.00849836585598797 0.00899999999999998
"299" "G7_2" "G7" "37E_Bd" 2 0.149 "T1" 26 "8" "Bd" "37E" 0.136 0.00849836585598797 0.013
"300" "G8_2" "G8" "37E_Bd" 2 0.146 "T1" 26 "9" "Bd" "37E" 0.136 0.00849836585598797 0.00999999999999998
"301" "G9_2" "G9" "37E_Bd" 2 0.15 "T1" 26 "10" "Bd" "37E" 0.136 0.00849836585598797 0.014
"302" "G10_2" "G10" "37E_Bd" 2 0.149 "T1" 26 "2" "Bd" "37E" 0.136 0.00849836585598797 0.013
"303" "G11_2" "G11" "Live_Bd" 2 0.152 "T1" 26 "3" "Bd" "Control" 0.1386 0.00514673575083167 0.0134
"304" "G12_2" "G12" "Live_Bd" 2 0.151 "T1" 26 "5" "Bd" "Control" 0.1386 0.00514673575083167 0.0124
"305" "A3_3" "A3" "37E_20D_Bd" 3 0.16 "T1" 26 "1" "Bd" "37E_20D" 0.142 0.0040551750201988 0.018
"306" "A4_3" "A4" "37E_20D_Bd" 3 0.158 "T1" 26 "2" "Bd" "37E_20D" 0.142 0.0040551750201988 0.016
"307" "A7_3" "A7" "37E_2F_Bd" 3 0.162 "T1" 26 "1" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.0179
"308" "A8_3" "A8" "37E_2F_Bd" 3 0.162 "T1" 26 "2" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.0179
"309" "A11_3" "A11" "37E_54D_Bd" 3 0.167 "T1" 26 "1" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.0199
"310" "A12_3" "A12" "37E_54D_Bd" 3 0.163 "T1" 26 "2" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.0159
"311" "B3_3" "B3" "37E_20D_Bd" 3 0.154 "T1" 26 "3" "Bd" "37E_20D" 0.142 0.0040551750201988 0.012
"312" "B4_3" "B4" "37E_20D_Bd" 3 0.155 "T1" 26 "4" "Bd" "37E_20D" 0.142 0.0040551750201988 0.013
"313" "B7_3" "B7" "37E_2F_Bd" 3 0.163 "T1" 26 "3" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.0189
"314" "B8_3" "B8" "37E_2F_Bd" 3 0.161 "T1" 26 "4" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.0169
"315" "B11_3" "B11" "37E_54D_Bd" 3 0.162 "T1" 26 "3" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.0149
"316" "B12_3" "B12" "37E_54D_Bd" 3 0.163 "T1" 26 "4" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.0159
"317" "C3_3" "C3" "37E_20D_Bd" 3 0.155 "T1" 26 "5" "Bd" "37E_20D" 0.142 0.0040551750201988 0.013
"318" "C4_3" "C4" "37E_20D_Bd" 3 0.149 "T1" 26 "6" "Bd" "37E_20D" 0.142 0.0040551750201988 0.00699999999999998
"319" "C7_3" "C7" "37E_2F_Bd" 3 0.159 "T1" 26 "5" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.0149
"320" "C8_3" "C8" "37E_2F_Bd" 3 0.153 "T1" 26 "6" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.00889999999999999
"321" "C11_3" "C11" "37E_54D_Bd" 3 0.158 "T1" 26 "5" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.0109
"322" "C12_3" "C12" "37E_54D_Bd" 3 0.154 "T1" 26 "6" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.00689999999999999
"323" "D3_3" "D3" "37E_20D_Bd" 3 0.152 "T1" 26 "7" "Bd" "37E_20D" 0.142 0.0040551750201988 0.00999999999999998
"324" "D4_3" "D4" "37E_20D_Bd" 3 0.155 "T1" 26 "8" "Bd" "37E_20D" 0.142 0.0040551750201988 0.013
"325" "D7_3" "D7" "37E_2F_Bd" 3 0.148 "T1" 26 "7" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.00389999999999999
"326" "D8_3" "D8" "37E_2F_Bd" 3 0.152 "T1" 26 "8" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.00789999999999999
"327" "D11_3" "D11" "37E_54D_Bd" 3 0.157 "T1" 26 "7" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.00989999999999999
"328" "D12_3" "D12" "37E_54D_Bd" 3 0.156 "T1" 26 "8" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.00889999999999999
"329" "E3_3" "E3" "37E_20D_Bd" 3 0.149 "T1" 26 "9" "Bd" "37E_20D" 0.142 0.0040551750201988 0.00699999999999998
"330" "E4_3" "E4" "37E_20D_Bd" 3 0.152 "T1" 26 "10" "Bd" "37E_20D" 0.142 0.0040551750201988 0.00999999999999998
"331" "E7_3" "E7" "37E_2F_Bd" 3 0.147 "T1" 26 "9" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.00289999999999999
"332" "E8_3" "E8" "37E_2F_Bd" 3 0.148 "T1" 26 "10" "Bd" "37E_2F" 0.1441 0.00504314716554388 0.00389999999999999
"333" "E11_3" "E11" "37E_54D_Bd" 3 0.152 "T1" 26 "9" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.00489999999999999
"334" "E12_3" "E12" "37E_54D_Bd" 3 0.156 "T1" 26 "10" "Bd" "37E_54D" 0.1471 0.00675688948818578 0.00889999999999999
"335" "F11_3" "F11" "Live_Bd" 3 0.17 "T1" 26 "1" "Bd" "Control" 0.1386 0.00514673575083167 0.0314
"336" "F12_3" "F12" "Live_Bd" 3 0.175 "T1" 26 "2" "Bd" "Control" 0.1386 0.00514673575083167 0.0364
"337" "G1_3" "G1" "37E_Jliv10_Bd" 3 0.147 "T1" 26 "1" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0114
"338" "G2_3" "G2" "37E_Jliv10_Bd" 3 0.148 "T1" 26 "3" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0124
"339" "G3_3" "G3" "37E_Jliv10_Bd" 3 0.148 "T1" 26 "4" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0124
"340" "G4_3" "G4" "37E_Jliv10_Bd" 3 0.152 "T1" 26 "5" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0164
"341" "G5_3" "G5" "37E_Jliv10_Bd" 3 0.152 "T1" 26 "6" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0164
"342" "G6_3" "G6" "37E_Jliv10_Bd" 3 0.154 "T1" 26 "7" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0184
"343" "G7_3" "G7" "37E_Jliv10_Bd" 3 0.156 "T1" 26 "8" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0204
"344" "G8_3" "G8" "37E_Jliv10_Bd" 3 0.154 "T1" 26 "9" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0184
"345" "G9_3" "G9" "37E_Jliv10_Bd" 3 0.155 "T1" 26 "10" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0194
"346" "G10_3" "G10" "37E_Jliv10_Bd" 3 0.157 "T1" 26 "2" "Bd" "37E_Jliv10" 0.1356 0.00452646538580478 0.0214
"347" "A3_4" "A3" "37E_JlivBTP_Bd" 4 0.162 "T1" 26 "1" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0207
"348" "A4_4" "A4" "37E_JlivBTP_Bd" 4 0.167 "T1" 26 "2" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0257
"349" "A7_4" "A7" "54D_Bd" 4 0.172 "T1" 26 "1" "Bd" "54D" 0.1388 0.00342539535431069 0.0332
"350" "A8_4" "A8" "54D_Bd" 4 0.169 "T1" 26 "2" "Bd" "54D" 0.1388 0.00342539535431069 0.0302
"351" "A11_4" "A11" "54D_20D_Bd" 4 0.18 "T1" 26 "1" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0335
"352" "A12_4" "A12" "54D_20D_Bd" 4 0.177 "T1" 26 "2" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0305
"353" "B3_4" "B3" "37E_JlivBTP_Bd" 4 0.157 "T1" 26 "3" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0157
"354" "B4_4" "B4" "37E_JlivBTP_Bd" 4 0.163 "T1" 26 "4" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0217
"355" "B7_4" "B7" "54D_Bd" 4 0.176 "T1" 26 "3" "Bd" "54D" 0.1388 0.00342539535431069 0.0372
"356" "B8_4" "B8" "54D_Bd" 4 0.17 "T1" 26 "4" "Bd" "54D" 0.1388 0.00342539535431069 0.0312
