"Rep_char" "well_ID" "sampleID" "Plate" "OD" "Timepoint" "HoursElapsed" "Rep" "Bd" "CFS_type" "conOD_ave" "conOD_sd" "OD_adj"
"357" "B11_4" "B11" "54D_20D_Bd" 4 0.181 "T1" 26 "3" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0345
"358" "B12_4" "B12" "54D_20D_Bd" 4 0.171 "T1" 26 "4" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0245
"359" "C3_4" "C3" "37E_JlivBTP_Bd" 4 0.159 "T1" 26 "5" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0177
"360" "C4_4" "C4" "37E_JlivBTP_Bd" 4 0.167 "T1" 26 "6" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0257
"361" "C7_4" "C7" "54D_Bd" 4 0.179 "T1" 26 "5" "Bd" "54D" 0.1388 0.00342539535431069 0.0402
"362" "C8_4" "C8" "54D_Bd" 4 0.168 "T1" 26 "6" "Bd" "54D" 0.1388 0.00342539535431069 0.0292
"363" "C11_4" "C11" "54D_20D_Bd" 4 0.178 "T1" 26 "5" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0315
"364" "C12_4" "C12" "54D_20D_Bd" 4 0.175 "T1" 26 "6" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0285
"365" "D3_4" "D3" "37E_JlivBTP_Bd" 4 0.156 "T1" 26 "7" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0147
"366" "D4_4" "D4" "37E_JlivBTP_Bd" 4 0.164 "T1" 26 "8" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0227
"367" "D7_4" "D7" "54D_Bd" 4 0.208 "T1" 26 "7" "Bd" "54D" 0.1388 0.00342539535431069 0.0692
"368" "D8_4" "D8" "54D_Bd" 4 0.173 "T1" 26 "8" "Bd" "54D" 0.1388 0.00342539535431069 0.0342
"369" "D11_4" "D11" "54D_20D_Bd" 4 0.182 "T1" 26 "7" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0355
"370" "D12_4" "D12" "54D_20D_Bd" 4 0.171 "T1" 26 "8" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0245
"371" "E3_4" "E3" "37E_JlivBTP_Bd" 4 0.153 "T1" 26 "9" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0117
"372" "E4_4" "E4" "37E_JlivBTP_Bd" 4 0.163 "T1" 26 "10" "Bd" "37E_JlivBTP" 0.1413 0.00452278183815619 0.0217
"373" "E7_4" "E7" "54D_Bd" 4 0.168 "T1" 26 "9" "Bd" "54D" 0.1388 0.00342539535431069 0.0292
"374" "E8_4" "E8" "54D_Bd" 4 0.166 "T1" 26 "10" "Bd" "54D" 0.1388 0.00342539535431069 0.0272
"375" "E11_4" "E11" "54D_20D_Bd" 4 0.198 "T1" 26 "9" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0515
"376" "E12_4" "E12" "54D_20D_Bd" 4 0.175 "T1" 26 "10" "Bd" "54D_20D" 0.1465 0.00550252467307306 0.0285
"377" "G1_4" "G1" "54D_2F_Bd" 4 0.13 "T1" 26 "1" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00309999999999999
"378" "G2_4" "G2" "54D_2F_Bd" 4 0.125 "T1" 26 "3" "Bd" "54D_2F" 0.1269 0.00207899548393503 -0.00190000000000001
"379" "G3_4" "G3" "54D_2F_Bd" 4 0.129 "T1" 26 "4" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00209999999999999
"380" "G4_4" "G4" "54D_2F_Bd" 4 0.133 "T1" 26 "5" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00609999999999999
"381" "G5_4" "G5" "54D_2F_Bd" 4 0.131 "T1" 26 "6" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00409999999999999
"382" "G6_4" "G6" "54D_2F_Bd" 4 0.131 "T1" 26 "7" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00409999999999999
"383" "G7_4" "G7" "54D_2F_Bd" 4 0.131 "T1" 26 "8" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00409999999999999
"384" "G8_4" "G8" "54D_2F_Bd" 4 0.131 "T1" 26 "9" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00409999999999999
"385" "G9_4" "G9" "54D_2F_Bd" 4 0.133 "T1" 26 "10" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.00609999999999999
"386" "G10_4" "G10" "54D_2F_Bd" 4 0.136 "T1" 26 "2" "Bd" "54D_2F" 0.1269 0.00207899548393503 0.0091
"387" "H11_4" "H11" "Live_Bd" 4 0.184 "T1" 26 "8" "Bd" "Control" 0.1386 0.00514673575083167 0.0454
"388" "H12_4" "H12" "Live_Bd" 4 0.17 "T1" 26 "10" "Bd" "Control" 0.1386 0.00514673575083167 0.0314
"389" "A3_5" "A3" "54D_Jliv10_Bd" 5 0.15 "T1" 26 "1" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0265
"390" "A4_5" "A4" "54D_Jliv10_Bd" 5 0.15 "T1" 26 "2" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0265
"391" "A7_5" "A7" "54D_JlivBTP_Bd" 5 0.15 "T1" 26 "1" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0276
"392" "A8_5" "A8" "54D_JlivBTP_Bd" 5 0.153 "T1" 26 "2" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0306
"393" "A11_5" "A11" "Jliv10_Bd" 5 0.161 "T1" 26 "1" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0306
"394" "A12_5" "A12" "Jliv10_Bd" 5 0.164 "T1" 26 "2" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0336
"395" "B3_5" "B3" "54D_Jliv10_Bd" 5 0.136 "T1" 26 "3" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0125
"396" "B4_5" "B4" "54D_Jliv10_Bd" 5 0.137 "T1" 26 "4" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0135
"397" "B7_5" "B7" "54D_JlivBTP_Bd" 5 0.145 "T1" 26 "3" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0226
"398" "B8_5" "B8" "54D_JlivBTP_Bd" 5 0.144 "T1" 26 "4" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0216
"399" "B11_5" "B11" "Jliv10_Bd" 5 0.16 "T1" 26 "3" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0296
"400" "B12_5" "B12" "Jliv10_Bd" 5 0.163 "T1" 26 "4" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0326
"401" "C3_5" "C3" "54D_Jliv10_Bd" 5 0.138 "T1" 26 "5" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0145
"402" "C4_5" "C4" "54D_Jliv10_Bd" 5 0.136 "T1" 26 "6" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0125
"403" "C7_5" "C7" "54D_JlivBTP_Bd" 5 0.141 "T1" 26 "5" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0186
"404" "C8_5" "C8" "54D_JlivBTP_Bd" 5 0.142 "T1" 26 "6" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0196
"405" "C11_5" "C11" "Jliv10_Bd" 5 0.15 "T1" 26 "5" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0196
"406" "C12_5" "C12" "Jliv10_Bd" 5 0.153 "T1" 26 "6" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0226
"407" "D3_5" "D3" "54D_Jliv10_Bd" 5 0.136 "T1" 26 "7" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0125
"408" "D4_5" "D4" "54D_Jliv10_Bd" 5 0.135 "T1" 26 "8" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0115
"409" "D7_5" "D7" "54D_JlivBTP_Bd" 5 0.139 "T1" 26 "7" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0166
"410" "D8_5" "D8" "54D_JlivBTP_Bd" 5 0.138 "T1" 26 "8" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0156
"411" "D11_5" "D11" "Jliv10_Bd" 5 0.153 "T1" 26 "7" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0226
"412" "D12_5" "D12" "Jliv10_Bd" 5 0.154 "T1" 26 "8" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0236
"413" "E3_5" "E3" "54D_Jliv10_Bd" 5 0.136 "T1" 26 "9" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0125
"414" "E4_5" "E4" "54D_Jliv10_Bd" 5 0.137 "T1" 26 "10" "Bd" "54D_Jliv10" 0.1235 0.00815475321515005 0.0135
"415" "E7_5" "E7" "54D_JlivBTP_Bd" 5 0.14 "T1" 26 "9" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0176
"416" "E8_5" "E8" "54D_JlivBTP_Bd" 5 0.139 "T1" 26 "10" "Bd" "54D_JlivBTP" 0.1224 0.00655235326682966 0.0166
"417" "E11_5" "E11" "Jliv10_Bd" 5 0.153 "T1" 26 "9" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0226
"418" "E12_5" "E12" "Jliv10_Bd" 5 0.155 "T1" 26 "10" "Bd" "Jliv10" 0.1304 0.00623965811029205 0.0246
"419" "G1_5" "G1" "Jliv10_JlivBTP_Bd" 5 0.128 "T1" 26 "1" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.00890000000000001
"420" "G2_5" "G2" "Jliv10_JlivBTP_Bd" 5 0.125 "T1" 26 "3" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0059
"421" "G3_5" "G3" "Jliv10_JlivBTP_Bd" 5 0.134 "T1" 26 "4" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0149
"422" "G4_5" "G4" "Jliv10_JlivBTP_Bd" 5 0.131 "T1" 26 "5" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0119
"423" "G5_5" "G5" "Jliv10_JlivBTP_Bd" 5 0.133 "T1" 26 "6" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0139
"424" "G6_5" "G6" "Jliv10_JlivBTP_Bd" 5 0.139 "T1" 26 "7" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0199
"425" "G7_5" "G7" "Jliv10_JlivBTP_Bd" 5 0.138 "T1" 26 "8" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0189
"426" "G8_5" "G8" "Jliv10_JlivBTP_Bd" 5 0.139 "T1" 26 "9" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0199
"427" "G9_5" "G9" "Jliv10_JlivBTP_Bd" 5 0.147 "T1" 26 "10" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0279
"428" "G10_5" "G10" "Jliv10_JlivBTP_Bd" 5 0.148 "T1" 26 "2" "Bd" "Jliv10_JlivBTP" 0.1191 0.00484079883214881 0.0289
"429" "G11_5" "G11" "Live_Bd" 5 0.184 "T1" 26 "4" "Bd" "Control" 0.1386 0.00514673575083167 0.0454
"430" "G12_5" "G12" "Live_Bd" 5 0.189 "T1" 26 "6" "Bd" "Control" 0.1386 0.00514673575083167 0.0504
"431" "H1_5" "H1" "JlivBTP_Bd" 5 0.137 "T1" 26 "1" "Bd" "JlivBTP" 0.136 0.00439696865275764 0.001
"432" "H2_5" "H2" "JlivBTP_Bd" 5 0.125 "T1" 26 "3" "Bd" "JlivBTP" 0.136 0.00439696865275764 -0.011
"433" "H3_5" "H3" "JlivBTP_Bd" 5 0.129 "T1" 26 "4" "Bd" "JlivBTP" 0.136 0.00439696865275764 -0.00700000000000001
"434" "H4_5" "H4" "JlivBTP_Bd" 5 0.132 "T1" 26 "5" "Bd" "JlivBTP" 0.136 0.00439696865275764 -0.004
"435" "H5_5" "H5" "JlivBTP_Bd" 5 0.135 "T1" 26 "6" "Bd" "JlivBTP" 0.136 0.00439696865275764 -0.001
"436" "H6_5" "H6" "JlivBTP_Bd" 5 0.134 "T1" 26 "7" "Bd" "JlivBTP" 0.136 0.00439696865275764 -0.002
"437" "H7_5" "H7" "JlivBTP_Bd" 5 0.139 "T1" 26 "8" "Bd" "JlivBTP" 0.136 0.00439696865275764 0.003
"438" "H8_5" "H8" "JlivBTP_Bd" 5 0.143 "T1" 26 "9" "Bd" "JlivBTP" 0.136 0.00439696865275764 0.00699999999999998
"439" "H9_5" "H9" "JlivBTP_Bd" 5 0.15 "T1" 26 "10" "Bd" "JlivBTP" 0.136 0.00439696865275764 0.014
"440" "H10_5" "H10" "JlivBTP_Bd" 5 0.156 "T1" 26 "2" "Bd" "JlivBTP" 0.136 0.00439696865275764 0.02
"441" "A3_1" "A3" "20D_Bd" 1 0.143 "T2" 49 "1" "Bd" "20D" 0.1166 0.00525357021462548 0.0264
"442" "A4_1" "A4" "20D_Bd" 1 0.139 "T2" 49 "2" "Bd" "20D" 0.1166 0.00525357021462548 0.0224
"443" "A7_1" "A7" "20D_2F_Bd" 1 0.131 "T2" 49 "1" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0123
"444" "A8_1" "A8" "20D_2F_Bd" 1 0.131 "T2" 49 "2" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0123
"445" "A11_1" "A11" "20D_Jliv10_Bd" 1 0.164 "T2" 49 "1" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0292
"446" "A12_1" "A12" "20D_Jliv10_Bd" 1 0.168 "T2" 49 "2" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0332
"447" "B3_1" "B3" "20D_Bd" 1 0.119 "T2" 49 "3" "Bd" "20D" 0.1166 0.00525357021462548 0.00239999999999999
"448" "B4_1" "B4" "20D_Bd" 1 0.118 "T2" 49 "4" "Bd" "20D" 0.1166 0.00525357021462548 0.00139999999999998
"449" "B7_1" "B7" "20D_2F_Bd" 1 0.123 "T2" 49 "3" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0043
"450" "B8_1" "B8" "20D_2F_Bd" 1 0.124 "T2" 49 "4" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0053
"451" "B11_1" "B11" "20D_Jliv10_Bd" 1 0.147 "T2" 49 "3" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0122
"452" "B12_1" "B12" "20D_Jliv10_Bd" 1 0.16 "T2" 49 "4" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0252
"453" "C3_1" "C3" "20D_Bd" 1 0.123 "T2" 49 "5" "Bd" "20D" 0.1166 0.00525357021462548 0.00639999999999999
"454" "C4_1" "C4" "20D_Bd" 1 0.119 "T2" 49 "6" "Bd" "20D" 0.1166 0.00525357021462548 0.00239999999999999
"455" "C7_1" "C7" "20D_2F_Bd" 1 0.126 "T2" 49 "5" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0073
"456" "C8_1" "C8" "20D_2F_Bd" 1 0.122 "T2" 49 "6" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0033
"457" "C11_1" "C11" "20D_Jliv10_Bd" 1 0.139 "T2" 49 "5" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.00420000000000001
"458" "C12_1" "C12" "20D_Jliv10_Bd" 1 0.153 "T2" 49 "6" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0182
"459" "D3_1" "D3" "20D_Bd" 1 0.117 "T2" 49 "7" "Bd" "20D" 0.1166 0.00525357021462548 0.000399999999999998
"460" "D4_1" "D4" "20D_Bd" 1 0.117 "T2" 49 "8" "Bd" "20D" 0.1166 0.00525357021462548 0.000399999999999998
"461" "D7_1" "D7" "20D_2F_Bd" 1 0.121 "T2" 49 "7" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0023
"462" "D8_1" "D8" "20D_2F_Bd" 1 0.12 "T2" 49 "8" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0013
"463" "D11_1" "D11" "20D_Jliv10_Bd" 1 0.14 "T2" 49 "7" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.00520000000000001
"464" "D12_1" "D12" "20D_Jliv10_Bd" 1 0.158 "T2" 49 "8" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0232
"465" "E3_1" "E3" "20D_Bd" 1 0.116 "T2" 49 "9" "Bd" "20D" 0.1166 0.00525357021462548 -0.000600000000000003
"466" "E4_1" "E4" "20D_Bd" 1 0.12 "T2" 49 "10" "Bd" "20D" 0.1166 0.00525357021462548 0.00339999999999999
"467" "E7_1" "E7" "20D_2F_Bd" 1 0.123 "T2" 49 "9" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0043
"468" "E8_1" "E8" "20D_2F_Bd" 1 0.122 "T2" 49 "10" "Bd" "20D_2F" 0.1187 0.00340098025084925 0.0033
"469" "E11_1" "E11" "20D_Jliv10_Bd" 1 0.139 "T2" 49 "9" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.00420000000000001
"470" "E12_1" "E12" "20D_Jliv10_Bd" 1 0.149 "T2" 49 "10" "Bd" "20D_Jliv10" 0.1348 0.00836394378003317 0.0142
"471" "G1_1" "G1" "20D_JlivBTP_Bd" 1 0.135 "T2" 49 "1" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.0105
"472" "G2_1" "G2" "20D_JlivBTP_Bd" 1 0.132 "T2" 49 "3" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.00750000000000001
"473" "G3_1" "G3" "20D_JlivBTP_Bd" 1 0.13 "T2" 49 "4" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.0055
"474" "G4_1" "G4" "20D_JlivBTP_Bd" 1 0.134 "T2" 49 "5" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.00950000000000001
"475" "G5_1" "G5" "20D_JlivBTP_Bd" 1 0.13 "T2" 49 "6" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.0055
"476" "G6_1" "G6" "20D_JlivBTP_Bd" 1 0.118 "T2" 49 "7" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 -0.00650000000000001
"477" "G7_1" "G7" "20D_JlivBTP_Bd" 1 0.12 "T2" 49 "8" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 -0.0045
"478" "G8_1" "G8" "20D_JlivBTP_Bd" 1 0.128 "T2" 49 "9" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.0035
"479" "G9_1" "G9" "20D_JlivBTP_Bd" 1 0.131 "T2" 49 "10" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.00650000000000001
"480" "G10_1" "G10" "20D_JlivBTP_Bd" 1 0.136 "T2" 49 "2" "Bd" "20D_JlivBTP" 0.1245 0.0052121652570373 0.0115
"481" "H11_1" "H11" "Live_Bd" 1 0.162 "T2" 49 "7" "Bd" "Control" 0.1366 0.00467142614436129 0.0254
"482" "H12_1" "H12" "Live_Bd" 1 0.182 "T2" 49 "9" "Bd" "Control" 0.1366 0.00467142614436129 0.0454
"483" "A3_2" "A3" "2F_Bd" 2 0.137 "T2" 49 "1" "Bd" "2F" 0.1317 0.00485455112926692 0.0053
"484" "A4_2" "A4" "2F_Bd" 2 0.137 "T2" 49 "2" "Bd" "2F" 0.1317 0.00485455112926692 0.0053
"485" "A7_2" "A7" "2F_Jliv10_Bd" 2 0.139 "T2" 49 "1" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.0018
"486" "A8_2" "A8" "2F_Jliv10_Bd" 2 0.143 "T2" 49 "2" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.00579999999999997
"487" "A11_2" "A11" "2f_JlivBTP_Bd" 2 0.148 "T2" 49 "1" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.00609999999999999
"488" "A12_2" "A12" "2f_JlivBTP_Bd" 2 0.151 "T2" 49 "2" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.0091
"489" "B3_2" "B3" "2F_Bd" 2 0.136 "T2" 49 "3" "Bd" "2F" 0.1317 0.00485455112926692 0.0043
"490" "B4_2" "B4" "2F_Bd" 2 0.136 "T2" 49 "4" "Bd" "2F" 0.1317 0.00485455112926692 0.0043
"491" "B7_2" "B7" "2F_Jliv10_Bd" 2 0.142 "T2" 49 "3" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.00479999999999997
"492" "B8_2" "B8" "2F_Jliv10_Bd" 2 0.142 "T2" 49 "4" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.00479999999999997
"493" "B11_2" "B11" "2f_JlivBTP_Bd" 2 0.15 "T2" 49 "3" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.0081
"494" "B12_2" "B12" "2f_JlivBTP_Bd" 2 0.153 "T2" 49 "4" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.0111
"495" "C3_2" "C3" "2F_Bd" 2 0.133 "T2" 49 "5" "Bd" "2F" 0.1317 0.00485455112926692 0.0013
"496" "C4_2" "C4" "2F_Bd" 2 0.133 "T2" 49 "6" "Bd" "2F" 0.1317 0.00485455112926692 0.0013
"497" "C7_2" "C7" "2F_Jliv10_Bd" 2 0.148 "T2" 49 "5" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.0108
"498" "C8_2" "C8" "2F_Jliv10_Bd" 2 0.141 "T2" 49 "6" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 0.00379999999999997
"499" "C11_2" "C11" "2f_JlivBTP_Bd" 2 0.151 "T2" 49 "5" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.0091
"500" "C12_2" "C12" "2f_JlivBTP_Bd" 2 0.157 "T2" 49 "6" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.0151
"501" "D3_2" "D3" "2F_Bd" 2 0.129 "T2" 49 "7" "Bd" "2F" 0.1317 0.00485455112926692 -0.00270000000000001
"502" "D4_2" "D4" "2F_Bd" 2 0.13 "T2" 49 "8" "Bd" "2F" 0.1317 0.00485455112926692 -0.00170000000000001
"503" "D7_2" "D7" "2F_Jliv10_Bd" 2 0.135 "T2" 49 "7" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 -0.00220000000000001
"504" "D8_2" "D8" "2F_Jliv10_Bd" 2 0.136 "T2" 49 "8" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 -0.00120000000000001
"505" "D11_2" "D11" "2f_JlivBTP_Bd" 2 0.144 "T2" 49 "7" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.00209999999999999
"506" "D12_2" "D12" "2f_JlivBTP_Bd" 2 0.143 "T2" 49 "8" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 0.00109999999999999
"507" "E3_2" "E3" "2F_Bd" 2 0.131 "T2" 49 "9" "Bd" "2F" 0.1317 0.00485455112926692 -0.000700000000000006
"508" "E4_2" "E4" "2F_Bd" 2 0.131 "T2" 49 "10" "Bd" "2F" 0.1317 0.00485455112926692 -0.000700000000000006
"509" "E7_2" "E7" "2F_Jliv10_Bd" 2 0.134 "T2" 49 "9" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 -0.00320000000000001
"510" "E8_2" "E8" "2F_Jliv10_Bd" 2 0.137 "T2" 49 "10" "Bd" "2F_Jliv10" 0.1372 0.00439191175786683 -0.000200000000000006
"511" "E11_2" "E11" "2f_JlivBTP_Bd" 2 0.139 "T2" 49 "9" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 -0.00289999999999999
"512" "E12_2" "E12" "2f_JlivBTP_Bd" 2 0.14 "T2" 49 "10" "Bd" "2f_JlivBTP" 0.1419 0.00440832545682976 -0.00189999999999999
"513" "G1_2" "G1" "37E_Bd" 2 0.139 "T2" 49 "1" "Bd" "37E" 0.1364 0.00875848794662133 0.00260000000000002
"514" "G2_2" "G2" "37E_Bd" 2 0.139 "T2" 49 "3" "Bd" "37E" 0.1364 0.00875848794662133 0.00260000000000002
"515" "G3_2" "G3" "37E_Bd" 2 0.139 "T2" 49 "4" "Bd" "37E" 0.1364 0.00875848794662133 0.00260000000000002
"516" "G4_2" "G4" "37E_Bd" 2 0.141 "T2" 49 "5" "Bd" "37E" 0.1364 0.00875848794662133 0.00459999999999999
"517" "G5_2" "G5" "37E_Bd" 2 0.141 "T2" 49 "6" "Bd" "37E" 0.1364 0.00875848794662133 0.00459999999999999
"518" "G6_2" "G6" "37E_Bd" 2 0.145 "T2" 49 "7" "Bd" "37E" 0.1364 0.00875848794662133 0.0086
"519" "G7_2" "G7" "37E_Bd" 2 0.148 "T2" 49 "8" "Bd" "37E" 0.1364 0.00875848794662133 0.0116
"520" "G8_2" "G8" "37E_Bd" 2 0.144 "T2" 49 "9" "Bd" "37E" 0.1364 0.00875848794662133 0.0076
"521" "G9_2" "G9" "37E_Bd" 2 0.15 "T2" 49 "10" "Bd" "37E" 0.1364 0.00875848794662133 0.0136
"522" "G10_2" "G10" "37E_Bd" 2 0.149 "T2" 49 "2" "Bd" "37E" 0.1364 0.00875848794662133 0.0126
"523" "G11_2" "G11" "Live_Bd" 2 0.153 "T2" 49 "3" "Bd" "Control" 0.1366 0.00467142614436129 0.0164
"524" "G12_2" "G12" "Live_Bd" 2 0.152 "T2" 49 "5" "Bd" "Control" 0.1366 0.00467142614436129 0.0154
"525" "A3_3" "A3" "37E_20D_Bd" 3 0.156 "T2" 49 "1" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0133
"526" "A4_3" "A4" "37E_20D_Bd" 3 0.154 "T2" 49 "2" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0113
"527" "A7_3" "A7" "37E_2F_Bd" 3 0.158 "T2" 49 "1" "Bd" "37E_2F" 0.143 0.00485340659285367 0.015
"528" "A8_3" "A8" "37E_2F_Bd" 3 0.159 "T2" 49 "2" "Bd" "37E_2F" 0.143 0.00485340659285367 0.016
"529" "A11_3" "A11" "37E_54D_Bd" 3 0.164 "T2" 49 "1" "Bd" "37E_54D" 0.1458 0.00651152823843988 0.0182
"530" "A12_3" "A12" "37E_54D_Bd" 3 0.16 "T2" 49 "2" "Bd" "37E_54D" 0.1458 0.00651152823843988 0.0142
"531" "B3_3" "B3" "37E_20D_Bd" 3 0.151 "T2" 49 "3" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0083
"532" "B4_3" "B4" "37E_20D_Bd" 3 0.15 "T2" 49 "4" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0073
"533" "B7_3" "B7" "37E_2F_Bd" 3 0.156 "T2" 49 "3" "Bd" "37E_2F" 0.143 0.00485340659285367 0.013
"534" "B8_3" "B8" "37E_2F_Bd" 3 0.153 "T2" 49 "4" "Bd" "37E_2F" 0.143 0.00485340659285367 0.01
"535" "B11_3" "B11" "37E_54D_Bd" 3 0.158 "T2" 49 "3" "Bd" "37E_54D" 0.1458 0.00651152823843988 0.0122
"536" "B12_3" "B12" "37E_54D_Bd" 3 0.161 "T2" 49 "4" "Bd" "37E_54D" 0.1458 0.00651152823843988 0.0152
"537" "C3_3" "C3" "37E_20D_Bd" 3 0.15 "T2" 49 "5" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0073
"538" "C4_3" "C4" "37E_20D_Bd" 3 0.144 "T2" 49 "6" "Bd" "37E_20D" 0.1427 0.00388873015549063 0.0013
"539" "C7_3" "C7" "37E_2F_Bd" 3 0.15 "T2" 49 "5" "Bd" "37E_2F" 0.143 0.00485340659285367 0.00700000000000001
