well_ID sampleID Plate OD Timepoint HoursElapsed
H11 SterileMedium 2 0.131 T1 23
H12 SterileMedium 2 0.132 T1 23
A1 37E_20D 3 0.124 T1 23
A2 37E_20D 3 0.125 T1 23
A3 37E_20D_Bd 3 0.132 T1 23
A4 37E_20D_Bd 3 0.132 T1 23
A5 37E_2F 3 0.123 T1 23
A6 37E_2F 3 0.123 T1 23
A7 37E_2F_Bd 3 0.123 T1 23
A8 37E_2F_Bd 3 0.126 T1 23
A9 37E_54D 3 0.126 T1 23
A10 37E_54D 3 0.128 T1 23
A11 37E_54D_Bd 3 0.158 T1 23
A12 37E_54D_Bd 3 0.164 T1 23
B1 37E_20D 3 0.127 T1 23
B2 37E_20D 3 0.126 T1 23
B3 37E_20D_Bd 3 0.134 T1 23
B4 37E_20D_Bd 3 0.135 T1 23
B5 37E_2F 3 0.123 T1 23
B6 37E_2F 3 0.123 T1 23
B7 37E_2F_Bd 3 0.127 T1 23
B8 37E_2F_Bd 3 0.126 T1 23
B9 37E_54D 3 0.127 T1 23
B10 37E_54D 3 0.126 T1 23
B11 37E_54D_Bd 3 0.16 T1 23
B12 37E_54D_Bd 3 0.175 T1 23
C1 37E_20D 3 0.129 T1 23
C2 37E_20D 3 0.128 T1 23
C3 37E_20D_Bd 3 0.139 T1 23
C4 37E_20D_Bd 3 0.134 T1 23
C5 37E_2F 3 0.124 T1 23
C6 37E_2F 3 0.123 T1 23
C7 37E_2F_Bd 3 0.127 T1 23
C8 37E_2F_Bd 3 0.128 T1 23
C9 37E_54D 3 0.126 T1 23
C10 37E_54D 3 0.126 T1 23
C11 37E_54D_Bd 3 0.152 T1 23
C12 37E_54D_Bd 3 0.177 T1 23
D1 37E_20D 3 0.128 T1 23
D2 37E_20D 3 0.128 T1 23
D3 37E_20D_Bd 3 0.139 T1 23
D4 37E_20D_Bd 3 0.135 T1 23
D5 37E_2F 3 0.125 T1 23
D6 37E_2F 3 0.121 T1 23
D7 37E_2F_Bd 3 0.128 T1 23
D8 37E_2F_Bd 3 0.124 T1 23
D9 37E_54D 3 0.125 T1 23
D10 37E_54D 3 0.124 T1 23
D11 37E_54D_Bd 3 0.169 T1 23
D12 37E_54D_Bd 3 0.177 T1 23
E1 37E_20D 3 0.129 T1 23
E2 37E_20D 3 0.127 T1 23
E3 37E_20D_Bd 3 0.138 T1 23
E4 37E_20D_Bd 3 0.138 T1 23
E5 37E_2F 3 0.122 T1 23
E6 37E_2F 3 0.123 T1 23
E7 37E_2F_Bd 3 0.128 T1 23
E8 37E_2F_Bd 3 0.129 T1 23
E9 37E_54D 3 0.126 T1 23
E10 37E_54D 3 0.127 T1 23
E11 37E_54D_Bd 3 0.174 T1 23
E12 37E_54D_Bd 3 0.178 T1 23
F1 37E_Jliv10 3 0.137 T1 23
F2 37E_Jliv10 3 0.133 T1 23
F3 37E_Jliv10 3 0.132 T1 23
F4 37E_Jliv10 3 0.131 T1 23
F5 37E_Jliv10 3 0.13 T1 23
F6 37E_Jliv10 3 0.127 T1 23
F7 37E_Jliv10 3 0.124 T1 23
F8 37E_Jliv10 3 0.124 T1 23
F9 37E_Jliv10 3 0.129 T1 23
F10 37E_Jliv10 3 0.129 T1 23
F11 Live_Bd 3 0.273 T1 23
F12 Live_Bd 3 0.257 T1 23
G1 37E_Jliv10_Bd 3 0.162 T1 23
G2 37E_Jliv10_Bd 3 0.14 T1 23
G3 37E_Jliv10_Bd 3 0.141 T1 23
G4 37E_Jliv10_Bd 3 0.141 T1 23
G5 37E_Jliv10_Bd 3 0.149 T1 23
G6 37E_Jliv10_Bd 3 0.151 T1 23
G7 37E_Jliv10_Bd 3 0.138 T1 23
G8 37E_Jliv10_Bd 3 0.141 T1 23
G9 37E_Jliv10_Bd 3 0.146 T1 23
G10 37E_Jliv10_Bd 3 0.179 T1 23
G11 SterileMedium 3 0.131 T1 23
G12 SterileMedium 3 0.129 T1 23
A1 37E_JlivBTP 4 0.128 T1 23
A2 37E_JlivBTP 4 0.128 T1 23
A3 37E_JlivBTP_Bd 4 0.152 T1 23
A4 37E_JlivBTP_Bd 4 0.162 T1 23
A5 54D 4 0.123 T1 23
A6 54D 4 0.13 T1 23
A7 54D_Bd 4 0.166 T1 23
A8 54D_Bd 4 0.177 T1 23
A9 54D_20D 4 0.134 T1 23
A10 54D_20D 4 0.135 T1 23
A11 54D_20D_Bd 4 0.163 T1 23
A12 54D_20D_Bd 4 0.186 T1 23
B1 37E_JlivBTP 4 0.13 T1 23
B2 37E_JlivBTP 4 0.129 T1 23
B3 37E_JlivBTP_Bd 4 0.151 T1 23
B4 37E_JlivBTP_Bd 4 0.167 T1 23
B5 54D 4 0.122 T1 23
B6 54D 4 0.13 T1 23
B7 54D_Bd 4 0.178 T1 23
B8 54D_Bd 4 0.179 T1 23
B9 54D_20D 4 0.132 T1 23
B10 54D_20D 4 0.123 T1 23
B11 54D_20D_Bd 4 0.176 T1 23
B12 54D_20D_Bd 4 0.184 T1 23
C1 37E_JlivBTP 4 0.129 T1 23
C2 37E_JlivBTP 4 0.128 T1 23
C3 37E_JlivBTP_Bd 4 0.156 T1 23
C4 37E_JlivBTP_Bd 4 0.163 T1 23
C5 54D 4 0.122 T1 23
C6 54D 4 0.125 T1 23
C7 54D_Bd 4 0.179 T1 23
C8 54D_Bd 4 0.176 T1 23
C9 54D_20D 4 0.129 T1 23
C10 54D_20D 4 0.122 T1 23
C11 54D_20D_Bd 4 0.187 T1 23
C12 54D_20D_Bd 4 0.179 T1 23
D1 37E_JlivBTP 4 0.131 T1 23
D2 37E_JlivBTP 4 0.128 T1 23
D3 37E_JlivBTP_Bd 4 0.16 T1 23
D4 37E_JlivBTP_Bd 4 0.169 T1 23
D5 54D 4 0.119 T1 23
D6 54D 4 0.127 T1 23
D7 54D_Bd 4 0.183 T1 23
D8 54D_Bd 4 0.18 T1 23
D9 54D_20D 4 0.129 T1 23
D10 54D_20D 4 0.125 T1 23
D11 54D_20D_Bd 4 0.178 T1 23
D12 54D_20D_Bd 4 0.181 T1 23
E1 37E_JlivBTP 4 0.131 T1 23
E2 37E_JlivBTP 4 0.129 T1 23
E3 37E_JlivBTP_Bd 4 0.156 T1 23
E4 37E_JlivBTP_Bd 4 0.165 T1 23
E5 54D 4 0.119 T1 23
E6 54D 4 0.123 T1 23
E7 54D_Bd 4 0.174 T1 23
E8 54D_Bd 4 0.176 T1 23
E9 54D_20D 4 0.116 T1 23
E10 54D_20D 4 0.109 T1 23
E11 54D_20D_Bd 4 0.169 T1 23
E12 54D_20D_Bd 4 0.175 T1 23
F1 54D_2F 4 0.116 T1 23
F2 54D_2F 4 0.115 T1 23
F3 54D_2F 4 0.126 T1 23
F4 54D_2F 4 0.121 T1 23
F5 54D_2F 4 0.118 T1 23
F6 54D_2F 4 0.121 T1 23
F7 54D_2F 4 0.122 T1 23
F8 54D_2F 4 0.124 T1 23
F9 54D_2F 4 0.126 T1 23
F10 54D_2F 4 0.126 T1 23
F11 SterileMedium 4 0.128 T1 23
F12 SterileMedium 4 0.136 T1 23
G1 54D_2F_Bd 4 0.122 T1 23
G2 54D_2F_Bd 4 0.123 T1 23
G3 54D_2F_Bd 4 0.122 T1 23
G4 54D_2F_Bd 4 0.124 T1 23
G5 54D_2F_Bd 4 0.125 T1 23
G6 54D_2F_Bd 4 0.13 T1 23
G7 54D_2F_Bd 4 0.128 T1 23
G8 54D_2F_Bd 4 0.13 T1 23
G9 54D_2F_Bd 4 0.131 T1 23
G10 54D_2F_Bd 4 0.132 T1 23
H1 JlivBTP 4 0.133 T1 23
H2 JlivBTP 4 0.137 T1 23
H3 JlivBTP 4 0.136 T1 23
H4 JlivBTP 4 0.131 T1 23
H5 JlivBTP 4 0.131 T1 23
H6 JlivBTP 4 0.137 T1 23
H7 JlivBTP 4 0.132 T1 23
H8 JlivBTP 4 0.134 T1 23
H9 JlivBTP 4 0.129 T1 23
H10 JlivBTP 4 0.133 T1 23
H11 Live_Bd 4 0.22 T1 23
H12 Live_Bd 4 0.209 T1 23
A1 54D_Jliv10 5 0.137 T1 23
A2 54D_Jliv10 5 0.143 T1 23
A3 54D_Jliv10_Bd 5 0.156 T1 23
A4 54D_Jliv10_Bd 5 0.166 T1 23
A5 54D_JlivBTP 5 0.147 T1 23
A6 54D_JlivBTP 5 0.146 T1 23
A7 54D_JlivBTP_Bd 5 0.172 T1 23
A8 54D_JlivBTP_Bd 5 0.177 T1 23
A9 Jliv10 5 0.154 T1 23
A10 Jliv10 5 0.153 T1 23
A11 Jliv10_Bd 5 0.179 T1 23
A12 Jliv10_Bd 5 0.187 T1 23
B1 54D_Jliv10 5 0.136 T1 23
B2 54D_Jliv10 5 0.137 T1 23
B3 54D_Jliv10_Bd 5 0.164 T1 23
B4 54D_Jliv10_Bd 5 0.173 T1 23
B5 54D_JlivBTP 5 0.143 T1 23
B6 54D_JlivBTP 5 0.144 T1 23
B7 54D_JlivBTP_Bd 5 0.179 T1 23
B8 54D_JlivBTP_Bd 5 0.18 T1 23
B9 Jliv10 5 0.154 T1 23
B10 Jliv10 5 0.154 T1 23
B11 Jliv10_Bd 5 0.182 T1 23
B12 Jliv10_Bd 5 0.193 T1 23
C1 54D_Jliv10 5 0.134 T1 23
C2 54D_Jliv10 5 0.136 T1 23
C3 54D_Jliv10_Bd 5 0.171 T1 23
C4 54D_Jliv10_Bd 5 0.172 T1 23
C5 54D_JlivBTP 5 0.142 T1 23
C6 54D_JlivBTP 5 0.14 T1 23
C7 54D_JlivBTP_Bd 5 0.177 T1 23
C8 54D_JlivBTP_Bd 5 0.172 T1 23
C9 Jliv10 5 0.148 T1 23
C10 Jliv10 5 0.15 T1 23
C11 Jliv10_Bd 5 0.162 T1 23
C12 Jliv10_Bd 5 0.181 T1 23
D1 54D_Jliv10 5 0.132 T1 23
D2 54D_Jliv10 5 0.131 T1 23
D3 54D_Jliv10_Bd 5 0.163 T1 23
D4 54D_Jliv10_Bd 5 0.171 T1 23
D5 54D_JlivBTP 5 0.136 T1 23
D6 54D_JlivBTP 5 0.14 T1 23
D7 54D_JlivBTP_Bd 5 0.175 T1 23
D8 54D_JlivBTP_Bd 5 0.162 T1 23
D9 Jliv10 5 0.147 T1 23
D10 Jliv10 5 0.147 T1 23
D11 Jliv10_Bd 5 0.182 T1 23
D12 Jliv10_Bd 5 0.179 T1 23
E1 54D_Jliv10 5 0.132 T1 23
E2 54D_Jliv10 5 0.134 T1 23
E3 54D_Jliv10_Bd 5 0.16 T1 23
E4 54D_Jliv10_Bd 5 0.169 T1 23
E5 54D_JlivBTP 5 0.139 T1 23
E6 54D_JlivBTP 5 0.134 T1 23
E7 54D_JlivBTP_Bd 5 0.172 T1 23
E8 54D_JlivBTP_Bd 5 0.166 T1 23
E9 Jliv10 5 0.145 T1 23
E10 Jliv10 5 0.145 T1 23
E11 Jliv10_Bd 5 0.188 T1 23
E12 Jliv10_Bd 5 0.191 T1 23
F1 Jliv10_JlivBTP 5 0.133 T1 23
F2 Jliv10_JlivBTP 5 0.129 T1 23
F3 Jliv10_JlivBTP 5 0.135 T1 23
F4 Jliv10_JlivBTP 5 0.135 T1 23
F5 Jliv10_JlivBTP 5 0.134 T1 23
F6 Jliv10_JlivBTP 5 0.136 T1 23
F7 Jliv10_JlivBTP 5 0.135 T1 23
F8 Jliv10_JlivBTP 5 0.142 T1 23
F9 Jliv10_JlivBTP 5 0.14 T1 23
F10 Jliv10_JlivBTP 5 0.144 T1 23
G1 Jliv10_JlivBTP_Bd 5 0.159 T1 23
G2 Jliv10_JlivBTP_Bd 5 0.154 T1 23
G3 Jliv10_JlivBTP_Bd 5 0.166 T1 23
G4 Jliv10_JlivBTP_Bd 5 0.169 T1 23
G5 Jliv10_JlivBTP_Bd 5 0.173 T1 23
G6 Jliv10_JlivBTP_Bd 5 0.172 T1 23
G7 Jliv10_JlivBTP_Bd 5 0.174 T1 23
G8 Jliv10_JlivBTP_Bd 5 0.178 T1 23
G9 Jliv10_JlivBTP_Bd 5 0.184 T1 23
G10 Jliv10_JlivBTP_Bd 5 0.187 T1 23
G11 Live_Bd 5 0.276 T1 23
G12 Live_Bd 5 0.232 T1 23
H1 JlivBTP_Bd 5 0.164 T1 23
H2 JlivBTP_Bd 5 0.165 T1 23
H3 JlivBTP_Bd 5 0.169 T1 23
H4 JlivBTP_Bd 5 0.178 T1 23
H5 JlivBTP_Bd 5 0.265 T1 23
H6 JlivBTP_Bd 5 0.233 T1 23
H7 JlivBTP_Bd 5 0.175 T1 23
H8 JlivBTP_Bd 5 0.215 T1 23
H9 JlivBTP_Bd 5 0.483 T1 23
H10 JlivBTP_Bd 5 0.221 T1 23
H11 SterileMedium 5 0.142 T1 23
H12 SterileMedium 5 0.141 T1 23
A1 20D 1 0.142 T2 46
A2 20D 1 0.146 T2 46
A3 20D_Bd 1 0.196 T2 46
A4 20D_Bd 1 0.19 T2 46
A5 20D_2F 1 0.148 T2 46
A6 20D_2F 1 0.147 T2 46
A7 20D_2F_Bd 1 0.159 T2 46
A8 20D_2F_Bd 1 0.16 T2 46
A9 20D_Jliv10 1 0.157 T2 46
A10 20D_Jliv10 1 0.157 T2 46
A11 20D_Jliv10_Bd 1 0.206 T2 46
A12 20D_Jliv10_Bd 1 0.231 T2 46
B1 20D 1 0.145 T2 46
B2 20D 1 0.142 T2 46
B3 20D_Bd 1 0.185 T2 46
B4 20D_Bd 1 0.185 T2 46
B5 20D_2F 1 0.146 T2 46
B6 20D_2F 1 0.147 T2 46
B7 20D_2F_Bd 1 0.16 T2 46
B8 20D_2F_Bd 1 0.157 T2 46
B9 20D_Jliv10 1 0.165 T2 46
B10 20D_Jliv10 1 0.161 T2 46
B11 20D_Jliv10_Bd 1 0.215 T2 46
B12 20D_Jliv10_Bd 1 0.236 T2 46
C1 20D 1 0.139 T2 46
C2 20D 1 0.136 T2 46
C3 20D_Bd 1 0.186 T2 46
C4 20D_Bd 1 0.185 T2 46
C5 20D_2F 1 0.144 T2 46
C6 20D_2F 1 0.144 T2 46
C7 20D_2F_Bd 1 0.16 T2 46
C8 20D_2F_Bd 1 0.152 T2 46
C9 20D_Jliv10 1 0.156 T2 46
C10 20D_Jliv10 1 0.157 T2 46
C11 20D_Jliv10_Bd 1 0.2 T2 46
C12 20D_Jliv10_Bd 1 0.247 T2 46
D1 20D 1 0.134 T2 46
D2 20D 1 0.133 T2 46
D3 20D_Bd 1 0.181 T2 46
D4 20D_Bd 1 0.18 T2 46
D5 20D_2F 1 0.139 T2 46
D6 20D_2F 1 0.143 T2 46
D7 20D_2F_Bd 1 0.153 T2 46
D8 20D_2F_Bd 1 0.149 T2 46
D9 20D_Jliv10 1 0.16 T2 46
D10 20D_Jliv10 1 0.149 T2 46
D11 20D_Jliv10_Bd 1 0.209 T2 46
D12 20D_Jliv10_Bd 1 0.253 T2 46
E1 20D 1 0.133 T2 46
E2 20D 1 0.132 T2 46
E3 20D_Bd 1 0.179 T2 46
E4 20D_Bd 1 0.178 T2 46
E5 20D_2F 1 0.138 T2 46
E6 20D_2F 1 0.14 T2 46
E7 20D_2F_Bd 1 0.149 T2 46
E8 20D_2F_Bd 1 0.145 T2 46
E9 20D_Jliv10 1 0.157 T2 46
E10 20D_Jliv10 1 0.143 T2 46
E11 20D_Jliv10_Bd 1 0.216 T2 46
E12 20D_Jliv10_Bd 1 0.287 T2 46
F1 20D_JlivBTP 1 0.134 T2 46
F2 20D_JlivBTP 1 0.136 T2 46
F3 20D_JlivBTP 1 0.136 T2 46
F4 20D_JlivBTP 1 0.135 T2 46
F5 20D_JlivBTP 1 0.137 T2 46
F6 20D_JlivBTP 1 0.136 T2 46
F7 20D_JlivBTP 1 0.133 T2 46
F8 20D_JlivBTP 1 0.134 T2 46
F9 20D_JlivBTP 1 0.14 T2 46
F10 20D_JlivBTP 1 0.134 T2 46
F11 SterileMedium 1 0.142 T2 46
F12 SterileMedium 1 0.139 T2 46
G1 20D_JlivBTP_Bd 1 0.202 T2 46
G2 20D_JlivBTP_Bd 1 0.181 T2 46
G3 20D_JlivBTP_Bd 1 0.202 T2 46
G4 20D_JlivBTP_Bd 1 0.201 T2 46
G5 20D_JlivBTP_Bd 1 0.188 T2 46
G6 20D_JlivBTP_Bd 1 0.185 T2 46
G7 20D_JlivBTP_Bd 1 0.183 T2 46
G8 20D_JlivBTP_Bd 1 0.193 T2 46
G9 20D_JlivBTP_Bd 1 0.195 T2 46
G10 20D_JlivBTP_Bd 1 0.228 T2 46
H11 Live_Bd 1 0.271 T2 46
H12 Live_Bd 1 0.319 T2 46
A1 2F 2 0.133 T2 46
A2 2F 2 0.137 T2 46
A3 2F_Bd 2 0.138 T2 46
A4 2F_Bd 2 0.14 T2 46
A5 2F_Jliv10 2 0.141 T2 46
A6 2F_Jliv10 2 0.141 T2 46
A7 2F_Jliv10_Bd 2 0.148 T2 46
A8 2F_Jliv10_Bd 2 0.148 T2 46
A9 2f_JlivBTP 2 0.142 T2 46
A10 2f_JlivBTP 2 0.149 T2 46
A11 2f_JlivBTP_Bd 2 0.154 T2 46
A12 2f_JlivBTP_Bd 2 0.155 T2 46
B1 2F 2 0.136 T2 46
B2 2F 2 0.133 T2 46
B3 2F_Bd 2 0.134 T2 46
B4 2F_Bd 2 0.139 T2 46
B5 2F_Jliv10 2 0.138 T2 46
B6 2F_Jliv10 2 0.138 T2 46
B7 2F_Jliv10_Bd 2 0.152 T2 46
B8 2F_Jliv10_Bd 2 0.147 T2 46
B9 2f_JlivBTP 2 0.144 T2 46
B10 2f_JlivBTP 2 0.144 T2 46
B11 2f_JlivBTP_Bd 2 0.152 T2 46
B12 2f_JlivBTP_Bd 2 0.155 T2 46
C1 2F 2 0.131 T2 46
C2 2F 2 0.137 T2 46
C3 2F_Bd 2 0.135 T2 46
C4 2F_Bd 2 0.135 T2 46
C5 2F_Jliv10 2 0.142 T2 46
C6 2F_Jliv10 2 0.136 T2 46
C7 2F_Jliv10_Bd 2 0.149 T2 46
C8 2F_Jliv10_Bd 2 0.147 T2 46
C9 2f_JlivBTP 2 0.141 T2 46
C10 2f_JlivBTP 2 0.141 T2 46
C11 2f_JlivBTP_Bd 2 0.143 T2 46
C12 2f_JlivBTP_Bd 2 0.149 T2 46
D1 2F 2 0.131 T2 46
D2 2F 2 0.13 T2 46
D3 2F_Bd 2 0.132 T2 46
D4 2F_Bd 2 0.134 T2 46
D5 2F_Jliv10 2 0.132 T2 46
D6 2F_Jliv10 2 0.137 T2 46
D7 2F_Jliv10_Bd 2 0.145 T2 46
D8 2F_Jliv10_Bd 2 0.144 T2 46
D9 2f_JlivBTP 2 0.139 T2 46
D10 2f_JlivBTP 2 0.139 T2 46
D11 2f_JlivBTP_Bd 2 0.146 T2 46
D12 2f_JlivBTP_Bd 2 0.149 T2 46
E1 2F 2 0.129 T2 46
E2 2F 2 0.133 T2 46
E3 2F_Bd 2 0.131 T2 46
E4 2F_Bd 2 0.133 T2 46
E5 2F_Jliv10 2 0.131 T2 46
E6 2F_Jliv10 2 0.133 T2 46
E7 2F_Jliv10_Bd 2 0.145 T2 46
E8 2F_Jliv10_Bd 2 0.142 T2 46
E9 2f_JlivBTP 2 0.137 T2 46
E10 2f_JlivBTP 2 0.137 T2 46
E11 2f_JlivBTP_Bd 2 0.144 T2 46
E12 2f_JlivBTP_Bd 2 0.146 T2 46
F1 37E 2 0.129 T2 46
F2 37E 2 0.13 T2 46
F3 37E 2 0.131 T2 46
F4 37E 2 0.133 T2 46
F5 37E 2 0.132 T2 46
F6 37E 2 0.134 T2 46
F7 37E 2 0.135 T2 46
F8 37E 2 0.135 T2 46
F9 37E 2 0.137 T2 46
F10 37E 2 0.139 T2 46
G1 37E_Bd 2 0.161 T2 46
G2 37E_Bd 2 0.154 T2 46
G3 37E_Bd 2 0.151 T2 46
G4 37E_Bd 2 0.153 T2 46
G5 37E_Bd 2 0.155 T2 46
G6 37E_Bd 2 0.149 T2 46
G7 37E_Bd 2 0.152 T2 46
G8 37E_Bd 2 0.157 T2 46
G9 37E_Bd 2 0.155 T2 46
G10 37E_Bd 2 0.16 T2 46
G11 Live_Bd 2 0.253 T2 46
G12 Live_Bd 2 0.278 T2 46
H11 SterileMedium 2 0.135 T2 46
H12 SterileMedium 2 0.137 T2 46
A1 37E_20D 3 0.126 T2 46
A2 37E_20D 3 0.134 T2 46
A3 37E_20D_Bd 3 0.161 T2 46
A4 37E_20D_Bd 3 0.151 T2 46
A5 37E_2F 3 0.133 T2 46
A6 37E_2F 3 0.136 T2 46
A7 37E_2F_Bd 3 0.135 T2 46
A8 37E_2F_Bd 3 0.14 T2 46
A9 37E_54D 3 0.144 T2 46
A10 37E_54D 3 0.148 T2 46
A11 37E_54D_Bd 3 0.196 T2 46
A12 37E_54D_Bd 3 0.191 T2 46
B1 37E_20D 3 0.129 T2 46
B2 37E_20D 3 0.132 T2 46
B3 37E_20D_Bd 3 0.161 T2 46
B4 37E_20D_Bd 3 0.156 T2 46
B5 37E_2F 3 0.134 T2 46
B6 37E_2F 3 0.134 T2 46
B7 37E_2F_Bd 3 0.143 T2 46
B8 37E_2F_Bd 3 0.142 T2 46
B9 37E_54D 3 0.143 T2 46
B10 37E_54D 3 0.143 T2 46
B11 37E_54D_Bd 3 0.187 T2 46
B12 37E_54D_Bd 3 0.207 T2 46
C1 37E_20D 3 0.128 T2 46
C2 37E_20D 3 0.128 T2 46
C3 37E_20D_Bd 3 0.16 T2 46
C4 37E_20D_Bd 3 0.155 T2 46
C5 37E_2F 3 0.133 T2 46
C6 37E_2F 3 0.132 T2 46
C7 37E_2F_Bd 3 0.141 T2 46
C8 37E_2F_Bd 3 0.142 T2 46
C9 37E_54D 3 0.141 T2 46
C10 37E_54D 3 0.143 T2 46
C11 37E_54D_Bd 3 0.165 T2 46
C12 37E_54D_Bd 3 0.198 T2 46
D1 37E_20D 3 0.126 T2 46
D2 37E_20D 3 0.127 T2 46
D3 37E_20D_Bd 3 0.159 T2 46
D4 37E_20D_Bd 3 0.15 T2 46
D5 37E_2F 3 0.131 T2 46
D6 37E_2F 3 0.132 T2 46
D7 37E_2F_Bd 3 0.139 T2 46
D8 37E_2F_Bd 3 0.14 T2 46
D9 37E_54D 3 0.138 T2 46
D10 37E_54D 3 0.138 T2 46
D11 37E_54D_Bd 3 0.184 T2 46
D12 37E_54D_Bd 3 0.192 T2 46
E1 37E_20D 3 0.125 T2 46
E2 37E_20D 3 0.127 T2 46
E3 37E_20D_Bd 3 0.158 T2 46
E4 37E_20D_Bd 3 0.158 T2 46
E5 37E_2F 3 0.13 T2 46
E6 37E_2F 3 0.13 T2 46
E7 37E_2F_Bd 3 0.14 T2 46
E8 37E_2F_Bd 3 0.139 T2 46
E9 37E_54D 3 0.137 T2 46
E10 37E_54D 3 0.138 T2 46
E11 37E_54D_Bd 3 0.19 T2 46
E12 37E_54D_Bd 3 0.2 T2 46
F1 37E_Jliv10 3 0.127 T2 46
F2 37E_Jliv10 3 0.124 T2 46
F3 37E_Jliv10 3 0.126 T2 46
F4 37E_Jliv10 3 0.128 T2 46
F5 37E_Jliv10 3 0.126 T2 46
F6 37E_Jliv10 3 0.126 T2 46
F7 37E_Jliv10 3 0.126 T2 46
F8 37E_Jliv10 3 0.128 T2 46
F9 37E_Jliv10 3 0.132 T2 46
F10 37E_Jliv10 3 0.135 T2 46
F11 Live_Bd 3 0.283 T2 46
F12 Live_Bd 3 0.295 T2 46
G1 37E_Jliv10_Bd 3 0.166 T2 46
G2 37E_Jliv10_Bd 3 0.146 T2 46
G3 37E_Jliv10_Bd 3 0.153 T2 46
G4 37E_Jliv10_Bd 3 0.156 T2 46
G5 37E_Jliv10_Bd 3 0.153 T2 46
G6 37E_Jliv10_Bd 3 0.148 T2 46
G7 37E_Jliv10_Bd 3 0.153 T2 46
G8 37E_Jliv10_Bd 3 0.151 T2 46
G9 37E_Jliv10_Bd 3 0.148 T2 46
G10 37E_Jliv10_Bd 3 0.184 T2 46
G11 SterileMedium 3 0.137 T2 46
G12 SterileMedium 3 0.141 T2 46
A1 37E_JlivBTP 4 0.134 T2 46
A2 37E_JlivBTP 4 0.133 T2 46
A3 37E_JlivBTP_Bd 4 0.161 T2 46
A4 37E_JlivBTP_Bd 4 0.172 T2 46
A5 54D 4 0.13 T2 46
A6 54D 4 0.135 T2 46
A7 54D_Bd 4 0.201 T2 46
A8 54D_Bd 4 0.209 T2 46
A9 54D_20D 4 0.141 T2 46
A10 54D_20D 4 0.143 T2 46
A11 54D_20D_Bd 4 0.216 T2 46
A12 54D_20D_Bd 4 0.274 T2 46
B1 37E_JlivBTP 4 0.134 T2 46
B2 37E_JlivBTP 4 0.134 T2 46
B3 37E_JlivBTP_Bd 4 0.157 T2 46
B4 37E_JlivBTP_Bd 4 0.176 T2 46
B5 54D 4 0.129 T2 46
B6 54D 4 0.135 T2 46
B7 54D_Bd 4 0.213 T2 46
B8 54D_Bd 4 0.211 T2 46
B9 54D_20D 4 0.136 T2 46
B10 54D_20D 4 0.13 T2 46
B11 54D_20D_Bd 4 0.225 T2 46
B12 54D_20D_Bd 4 0.264 T2 46
C1 37E_JlivBTP 4 0.132 T2 46
C2 37E_JlivBTP 4 0.131 T2 46
C3 37E_JlivBTP_Bd 4 0.158 T2 46
C4 37E_JlivBTP_Bd 4 0.168 T2 46
C5 54D 4 0.127 T2 46
C6 54D 4 0.13 T2 46
C7 54D_Bd 4 0.21 T2 46
C8 54D_Bd 4 0.207 T2 46
C9 54D_20D 4 0.132 T2 46
C10 54D_20D 4 0.126 T2 46
C11 54D_20D_Bd 4 0.259 T2 46
C12 54D_20D_Bd 4 0.259 T2 46
D1 37E_JlivBTP 4 0.133 T2 46
D2 37E_JlivBTP 4 0.13 T2 46
D3 37E_JlivBTP_Bd 4 0.162 T2 46
D4 37E_JlivBTP_Bd 4 0.175 T2 46
D5 54D 4 0.124 T2 46
D6 54D 4 0.13 T2 46
D7 54D_Bd 4 0.211 T2 46
D8 54D_Bd 4 0.211 T2 46
D9 54D_20D 4 0.128 T2 46
D10 54D_20D 4 0.13 T2 46
D11 54D_20D_Bd 4 0.261 T2 46
D12 54D_20D_Bd 4 0.253 T2 46
E1 37E_JlivBTP 4 0.132 T2 46
E2 37E_JlivBTP 4 0.134 T2 46
E3 37E_JlivBTP_Bd 4 0.158 T2 46
E4 37E_JlivBTP_Bd 4 0.167 T2 46
E5 54D 4 0.122 T2 46
E6 54D 4 0.125 T2 46
E7 54D_Bd 4 0.207 T2 46
E8 54D_Bd 4 0.208 T2 46
E9 54D_20D 4 0.117 T2 46
E10 54D_20D 4 0.11 T2 46
E11 54D_20D_Bd 4 0.245 T2 46
E12 54D_20D_Bd 4 0.232 T2 46
F1 54D_2F 4 0.117 T2 46
F2 54D_2F 4 0.116 T2 46
F3 54D_2F 4 0.127 T2 46
F4 54D_2F 4 0.122 T2 46
F5 54D_2F 4 0.119 T2 46
F6 54D_2F 4 0.122 T2 46
F7 54D_2F 4 0.123 T2 46
F8 54D_2F 4 0.124 T2 46
F9 54D_2F 4 0.127 T2 46
F10 54D_2F 4 0.127 T2 46
F11 SterileMedium 4 0.129 T2 46
F12 SterileMedium 4 0.135 T2 46
G1 54D_2F_Bd 4 0.123 T2 46
G2 54D_2F_Bd 4 0.124 T2 46
G3 54D_2F_Bd 4 0.124 T2 46
G4 54D_2F_Bd 4 0.126 T2 46
G5 54D_2F_Bd 4 0.127 T2 46
G6 54D_2F_Bd 4 0.133 T2 46
G7 54D_2F_Bd 4 0.129 T2 46
G8 54D_2F_Bd 4 0.132 T2 46
G9 54D_2F_Bd 4 0.132 T2 46
G10 54D_2F_Bd 4 0.133 T2 46
H1 JlivBTP 4 0.132 T2 46
H2 JlivBTP 4 0.135 T2 46
H3 JlivBTP 4 0.133 T2 46
